Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Nate Peterson","UIC",22,4,5,3.8863636363636362,14,14,1,1,0,88,375,85,46,38,8,21,5,4,0,102,"Nate Peterson","sa3020804",685396
"Hunter Elliott","MISS",19,5,3,2.7,20,12,0,0,0,80,332,57,29,24,4,34,10,6,0,102,"Hunter Elliott","sa3030887",695545
"Tyler Cleveland","CARK",22,7,2,2.926573348503557,14,14,4,1,0,95.1,388,84,36,31,7,16,4,1,0,101,"Tyler Cleveland","sa3020840",804663
"Erick Gonzales","JKST",,6,5,4.971118996654773,19,15,1,0,0,92.1,418,79,57,51,2,47,24,7,1,101,"Erick Gonzales","sa3032412",
"Cole Kitchen","SCU",,4,4,4.354838556567827,15,14,0,0,1,72.1,328,68,42,35,9,32,9,4,0,101,"Cole Kitchen","sa3035470",
"Chris McElvain","VAN",21,6,5,4.2741311482276725,16,16,0,0,0,86.1,373,68,49,41,11,44,2,9,0,100,"Chris McElvain","sa3020806",687226
"Robbie Maldonado","PV",,7,4,3.4983387817601104,15,15,2,1,0,100.1,426,87,53,39,4,44,7,10,7,100,"Robbie Maldonado","sa3036908",
"Kevin Stevens","RGV",,9,2,2.6557376218784015,14,14,1,1,0,81.1,334,69,26,24,2,29,3,5,0,100,"Kevin Stevens","sa3043077",
"Adam Mazur","IOWA",21,7,3,3.0747331795670907,15,15,1,1,0,93.2,376,60,37,32,7,30,4,5,0,98,"Adam Mazur","31900",800049
"Ixan Henderson","FRES",20,7,4,4.690678117741669,14,14,0,0,0,78.2,350,74,46,41,7,37,13,6,0,98,"Ixan Henderson","sa3022953",809100
"Isaiah Coupet","OSU",19,5,5,5.7061857914162,13,13,0,0,0,64.2,300,49,52,41,9,41,7,6,0,98,"Isaiah Coupet","sa3023156",694549
"Graham Laubscher","STMN",,4,6,5.468354430379747,14,12,0,0,1,79,351,79,49,48,10,42,10,3,0,98,"Graham Laubscher","sa3036037",
"Ledgend Smith","ORU",23,7,5,2.5040323350977847,15,14,0,0,0,82.2,334,70,30,23,9,22,5,4,0,98,"Ledgend Smith","sa3042595",
"Carter Holton","VAN",19,8,4,3.136929361274391,15,15,2,1,0,80.1,339,56,32,28,10,29,13,5,1,97,"Carter Holton","sa3025599",692290
"Blake Hely","DAV",,9,2,3.7968748868443107,15,15,1,1,0,85.1,377,65,40,36,5,40,16,6,0,97,"Blake Hely","sa3033579",
"Paul Skenes","AFA",20,10,3,2.7315175908164413,15,15,0,0,0,85.2,355,70,30,26,4,30,5,5,0,96,"Paul Skenes","33677",694973
"Alex Williams","STAN",22,8,4,3.1973683408092612,18,18,2,1,0,101.1,418,87,42,36,7,25,6,9,0,96,"Alex Williams","sa3020314",677354
"Bryce Hubbart","FSU",21,8,3,3.3157894736842106,15,15,0,0,0,76,330,67,33,28,11,21,12,3,1,96,"Bryce Hubbart","sa3020323",687114
"Eli Morse","PORT",,8,2,3.9144982522871805,16,14,0,0,0,89.2,395,91,45,39,5,26,10,6,0,96,"Eli Morse","sa3038440",
"Trevor Nicholson","EIU",,5,2,4.706422183060329,15,13,0,0,2,72.2,314,71,42,38,8,30,3,4,1,96,"Trevor Nicholson","sa3038849",
"Trevin Michael","OU",24,4,2,2.888372195518749,32,2,0,0,10,71.2,285,55,25,23,10,20,3,8,0,95,"Trevin Michael","sa3020400",800723
"Ryan Jennings","LT",23,6,1,3.5867157661827687,21,14,0,0,0,90.1,376,68,37,36,10,37,13,8,0,95,"Ryan Jennings","sa3020634",688214
"Shane Gray","EVAN",22,8,3,4.393220225364033,15,15,1,0,0,98.1,420,100,55,48,12,25,4,3,0,95,"Shane Gray","sa3020662",804904
"Austin Parsley","UNCG",,10,5,4.014577170178446,21,18,3,1,1,114.1,478,125,53,51,10,16,7,2,0,95,"Austin Parsley","sa3039504",
"Matt Willadsen","NCSU",,5,4,4.193181818181818,16,14,1,0,0,88,396,81,51,41,7,45,9,12,0,95,"Matt Willadsen","sa3045235",
"Trace Bright","AUB",21,5,4,5.132231566759584,18,17,0,0,0,80.2,356,78,51,46,8,38,6,8,0,94,"Trace Bright","sa3020558",687238
"Landon Gartman","MEM",,7,1,3.558139534883721,15,13,0,0,1,86,343,54,35,34,9,29,3,5,0,94,"Landon Gartman","sa3032010",
"Cade Gibson","LT",24,6,5,4.870588235294117,19,13,0,0,1,85,363,83,46,46,8,19,14,4,0,93,"Cade Gibson","31815",806188
"Harrison Cohen","GW",23,7,7,3.9160304203170186,14,14,0,0,0,87.1,380,82,49,38,6,28,10,4,0,93,"Harrison Cohen","sa3029107",
"Matthew Marchal","WOF",21,7,2,2.5214008530613303,18,17,0,0,0,85.2,349,75,32,24,7,12,2,5,0,93,"Matthew Marchal","sa3037026",
"Hunter Viets","FAMU",23,8,4,2.977941259999591,15,15,0,0,0,90.2,382,84,45,30,5,27,4,9,1,93,"Hunter Viets","sa3044490",
"Cameron Weston","MICH",21,5,4,4.738775657771384,20,11,0,0,4,81.2,374,92,49,43,6,38,6,9,0,92,"Cameron Weston","sa3020528",687721
"Max Rajcic","UCLA",20,8,5,3.2823529411764705,15,15,0,0,0,85,356,73,37,31,8,20,5,6,0,92,"Max Rajcic","sa3020746",691008
"Matt Boswell","USA",,6,5,4.821428571428571,15,15,1,0,0,84,357,79,46,45,8,19,11,2,0,92,"Matt Boswell","sa3027431",
"Jack Perkins","IU",22,3,4,5.096385542168675,16,15,0,0,0,83,394,77,56,47,6,47,21,12,0,91,"Jack Perkins","31468",678022
"Orion Kerkering","USF",21,5,7,5.719212037606527,19,10,0,0,3,67.2,300,75,47,43,7,19,8,5,0,91,"Orion Kerkering","31776",689147
"Josh White","CAL",21,2,6,5.054187382070885,16,8,0,0,2,67.2,316,70,46,38,5,42,2,12,0,91,"Josh White","sa3019953",687985
"Jacob Meador","DBU",21,7,3,5.242718640770723,15,14,0,0,0,68.2,312,61,45,40,10,44,5,5,0,91,"Jacob Meador","sa3020385",687138
"Joe Miller","PENN",22,6,4,3.632286871245966,13,11,0,0,0,74.1,320,64,37,30,5,36,3,10,0,91,"Joe Miller","sa3020393",701464
"Andrew Morris","TTU",20,8,2,4.584905528377158,16,15,1,0,0,88.1,377,80,49,45,13,28,8,4,0,91,"Andrew Morris","sa3020569",702193
"Will Sanders","SC",20,7,3,3.4253730368152153,15,15,0,0,0,89.1,380,84,40,34,14,31,7,3,2,91,"Will Sanders","sa3023508",691739
"Matthew Steidl","SIU",,7,4,3.449339322979606,30,1,0,0,6,75.2,347,77,34,29,3,31,17,2,0,91,"Matthew Steidl","sa3043013",
"Blake Adams","KSU",21,6,6,5.068965517241379,17,13,0,0,0,87,388,90,54,49,11,34,5,6,0,90,"Blake Adams","sa3020174",687060
"Ryan Ramsey","MD",21,11,1,3.2166064096001468,16,15,1,1,0,92.1,382,63,37,33,6,41,10,4,0,90,"Ryan Ramsey","sa3020605",687547
"Aidan Maldonado","MINN",22,2,3,3.909502397407856,14,13,0,0,0,73.2,319,63,33,32,6,35,7,4,0,90,"Aidan Maldonado","sa3020829",682251
"Hagen Smith","ARK",18,7,2,4.655172260706268,20,15,0,0,2,77.1,346,66,41,40,13,46,9,5,0,90,"Hagen Smith","sa3025544",696146
"Ryan Fischer","NJIT",21,7,3,3.9650348592628837,15,15,2,0,0,95.1,390,93,42,42,12,23,3,2,0,90,"Ryan Fischer","sa3031369",
"Nathan Florence","RUTG",,6,2,3.3582089552238807,15,15,0,0,0,67,282,48,29,25,2,31,4,7,0,90,"Nathan Florence","sa3031469",
"Ben Hampton","WVU",20,8,5,4.662650602409639,15,15,0,0,0,83,363,81,45,43,14,27,10,9,0,90,"Ben Hampton","sa3033108",
"Alex Pansini","MRST",,8,4,4.207792207792208,14,11,0,0,0,77,335,78,46,36,5,21,9,8,0,90,"Alex Pansini","sa3039405",
"Stefan Raeth","WASH",21,5,4,3.391959668951766,30,2,0,0,4,66.1,277,57,29,25,7,19,3,3,0,89,"Stefan Raeth","sa3020487",806288
"Jared Kollar","RUTG",,9,2,4.066945736520224,16,15,1,0,0,79.2,331,73,37,36,11,24,4,3,0,89,"Jared Kollar","sa3035618",
"Cole Kirschsieper","ILL",21,7,2,3.40076325974899,15,15,0,0,0,87.1,360,75,33,33,6,29,3,3,0,88,"Cole Kirschsieper","sa3020258",687243
"Connor Brandon","TOL",21,7,5,4.757709411006353,17,15,1,0,1,75.2,360,73,49,40,7,42,17,5,0,88,"Connor Brandon","sa3020481",804601
"Blaze Pontes","HAW",22,5,1,2.9431278556669027,20,7,0,0,1,70.1,306,68,29,23,5,26,5,3,0,88,"Blaze Pontes","sa3020486",806281
"Max Carlson","UNC",20,4,3,3.7081546278582604,18,18,0,0,0,77.2,341,70,37,32,10,38,5,9,0,88,"Max Carlson","sa3023274",690967
"Connelly Early","ARMY",20,7,4,3.256809435204218,16,14,1,0,0,85.2,372,69,38,31,8,38,7,4,0,88,"Connelly Early","sa3023308",813349
"Erubiel Candelario","MRST",21,8,3,4.244541343304452,14,14,0,0,0,76.1,343,74,45,36,12,36,6,6,0,88,"Erubiel Candelario","sa3028354",
"Matt Gilbertson","PITT",,9,3,3.7370241227985073,15,15,1,1,0,96.1,400,102,46,40,9,11,4,10,0,88,"Matt Gilbertson","sa3032210",
"Ty Good","COFC",20,10,5,3.6072873379699666,17,15,0,0,0,82.1,347,58,41,33,6,38,14,7,1,88,"Ty Good","sa3032451",
"Breon Pooler","ALST",,10,3,3.3246267710265323,17,15,1,0,0,89.1,392,79,37,33,4,44,5,3,0,88,"Breon Pooler","sa3040070",
"Ryan Towle","UML",,3,6,6.100418604780336,19,12,0,0,2,79.2,368,80,66,54,11,44,6,9,0,88,"Ryan Towle","sa3043991",
"Joseph Menefee","TA&M",22,6,2,5.60377358490566,28,0,0,0,2,53,248,46,39,33,7,42,9,9,0,87,"Joseph Menefee","sa3020443",680749
"Drue Hackenberg","VT",20,10,2,3.302158364005284,17,16,0,0,0,92.2,398,95,42,34,7,19,9,8,0,87,"Drue Hackenberg","sa3023304",802357
"Dylan Carmouche","TULN",20,5,5,4.483394707728461,16,16,1,0,0,90.1,382,88,51,45,9,31,5,5,0,87,"Dylan Carmouche","sa3023412",694581
"Harley Gollert","APSU",23,2,7,6.096774381107649,15,14,0,0,0,82.2,377,90,63,56,14,38,6,1,0,87,"Harley Gollert","sa3032372",
"Jordan Hamberg","COPP",20,6,3,5.149484738595107,13,13,1,1,0,64.2,289,63,47,37,8,40,1,5,0,87,"Jordan Hamberg","sa3033068",
"Beau Keathley","CIN",22,5,3,4.870588235294117,16,11,3,0,0,85,384,89,54,46,5,31,16,1,0,87,"Beau Keathley","sa3035140",
"Jeremy Neff","RICH",21,3,5,5.629787051268653,16,16,0,0,0,78.1,373,82,60,49,7,49,10,5,0,87,"Jeremy Neff","sa3038727",
"Austin Temple","ND",,4,1,3.504807563752117,18,15,0,0,2,69.1,291,49,29,27,6,37,7,4,0,87,"Austin Temple","sa3043621",
"Alex Theis","WRST",,6,1,3.3559322033898304,18,9,0,0,0,59,282,59,27,22,3,35,13,7,0,87,"Alex Theis","sa3043656",
"Tristan Stivors","TXST",23,7,1,2.2131147540983607,32,1,0,0,18,61,251,47,18,15,6,19,2,9,0,86,"Tristan Stivors","sa3020325",690086
"Micah Dallas","TA&M",22,7,3,5.179591998029188,18,16,0,0,0,81.2,369,100,52,47,13,22,5,12,0,86,"Micah Dallas","sa3020391",690921
"Jonathan Brand","M-OH",22,8,2,1.3965516782118805,13,13,2,1,0,77.1,329,59,20,12,3,29,7,4,0,86,"Jonathan Brand","sa3020567",701213
"Michael Knorr","CCU",22,5,0,3.391304347826087,13,13,0,0,0,69,286,60,31,26,11,13,8,4,0,86,"Michael Knorr","sa3020872",681077
"Jace Kaminska","WICH",20,3,9,5.49152560125854,15,12,0,0,0,78.2,345,80,52,48,7,29,8,5,0,86,"Jace Kaminska","sa3023222",700978
"Levi Wells","TXST",20,8,3,3.065934065934066,18,16,1,0,0,91,388,79,34,31,11,32,8,6,0,86,"Levi Wells","sa3023441",694370
"Hayden Arnold","LR",,5,6,3.137324027943249,15,15,1,1,0,94.2,381,82,35,33,7,15,4,9,0,86,"Hayden Arnold","sa3026224",
"Thomas Babalis","BING",,4,7,6.035294117647059,16,16,0,0,0,85,392,95,70,57,13,31,12,7,0,86,"Thomas Babalis","sa3026348",
"John Bezdicek","KENN",23,5,1,3.7622949643277352,18,17,0,0,0,81.1,348,61,42,34,16,35,11,6,0,86,"John Bezdicek","sa3027115",
"Brian Edgington","ELON",23,6,4,3.558139534883721,15,15,1,0,0,86,367,82,41,34,5,27,3,4,0,86,"Brian Edgington","sa3030787",
"Mike Gutierrez","UCSB",,9,1,3.1946563955217786,16,15,0,0,0,87.1,366,80,38,31,4,38,8,8,3,86,"Mike Gutierrez","sa3032883",
"Nolan McCarthy","GTWN",,6,2,4.764705729614202,14,14,2,1,0,79.1,341,82,46,42,8,21,5,2,0,86,"Nolan McCarthy","sa3037454",
"Ben Seiler","SIE",,4,6,4.351239806600518,13,13,0,0,0,80.2,377,89,59,39,9,28,9,13,0,86,"Ben Seiler","sa3041945",
"Tyler Stultz","CSUF",,5,5,3.362264054143249,15,14,0,0,0,88.1,380,84,39,33,4,24,10,2,0,86,"Tyler Stultz","sa3043276",
"Blaine Traxel","CSUN",,7,4,3,19,14,2,1,1,105,434,112,41,35,9,23,11,2,0,86,"Blaine Traxel","sa3044024",
"Hayden Wynja","MUR",,7,4,3.6651584975698652,15,14,1,1,0,73.2,322,67,45,30,7,24,7,13,1,86,"Hayden Wynja","sa3045652",
"Cam Schlittler","NE",21,5,8,3.436363731699544,15,15,0,0,0,91.2,383,77,40,35,5,32,10,9,0,85,"Cam Schlittler","32095",693645
"Adam Tulloch","ASU",21,2,4,8.42079176116068,18,17,0,0,0,67.1,333,89,70,63,9,38,5,4,2,85,"Adam Tulloch","sa3020588",671969
"Reid VanScoter","CCU",23,9,4,3.6541354431535376,16,16,0,0,0,88.2,384,84,48,36,2,24,10,11,0,85,"Reid VanScoter","sa3020839",804577
"Riley Frey","MILW",20,5,5,4.10126582278481,14,13,2,1,1,79,362,81,47,36,3,31,4,11,0,85,"Riley Frey","sa3022909",811319
"Chris Villaman","NCSU",21,3,3,3.395209503283255,28,0,0,0,11,55.2,230,44,26,21,5,14,2,4,0,85,"Chris Villaman","sa3023559",682994
"Juan Marulanda","JKST",,7,8,4.7903227280131535,21,12,2,1,0,82.2,378,75,56,44,6,34,19,4,0,85,"Juan Marulanda","sa3037229",
"Garrett Navarra","CMU",22,10,3,5.153526807807928,18,11,2,1,1,80.1,365,96,50,46,9,27,3,9,0,85,"Garrett Navarra","sa3038698",
"Hunter Riggins","USM",,8,4,2.589041028243783,16,16,1,1,0,97.1,399,85,36,28,4,21,9,4,0,85,"Hunter Riggins","sa3040749",
"Zach Maxwell","GT",21,5,0,5.259740390028035,21,6,0,0,4,51.1,237,44,32,30,8,41,4,5,0,84,"Zach Maxwell","sa3020255",687209
"Cameron Foster","MCN",23,4,2,1.8571428571428572,29,0,0,0,12,63,247,35,17,13,2,20,7,7,0,84,"Cameron Foster","sa3020735",671382
"Alex Hoppe","UNCG",23,8,2,2.9700001132965133,26,0,0,0,3,66.2,285,49,27,22,1,30,2,9,0,84,"Alex Hoppe","sa3020836",695380
"Joe Adametz","LIB",22,6,3,2.511627906976744,16,16,0,0,0,86,378,94,34,24,6,25,12,6,0,84,"Joe Adametz","sa3022323",701564
"Josh Harlow","MER",21,7,2,4.921182450963756,15,15,0,0,0,67.2,299,57,39,37,9,27,10,3,0,84,"Josh Harlow","sa3022914",815318
"T.J. Nichols","ARIZ",20,6,4,5.50188663405259,16,16,0,0,0,88.1,398,98,60,54,7,38,13,13,0,84,"T.J. Nichols","sa3023039",694375
"Jake Dixon","FRES",,1,5,4.556962025316456,16,14,0,0,1,79,356,88,50,40,14,23,9,7,0,84,"Jake Dixon","sa3030386",
"Brian Gursky","UVA",,7,3,3.96682450111626,14,14,0,0,0,70.1,307,69,34,31,10,32,3,4,0,84,"Brian Gursky","sa3032866",
"Mason Fluharty","LIB",20,6,3,2.8421051918304547,26,0,0,0,2,50.2,219,46,22,16,2,10,6,2,0,83,"Mason Fluharty","31553",689254
"Mason Barnett","AUB",21,3,3,4.3821988653572665,19,14,0,0,0,63.2,283,63,32,31,5,32,3,4,0,83,"Mason Barnett","sa3020622",686930
"Bo Bonds","UL",21,5,3,3.109090909090909,23,1,0,0,0,55,220,37,20,19,6,29,2,1,0,83,"Bo Bonds","sa3022938",687629
"Garrett McMillan","ALA",21,4,5,4.290697674418604,16,16,0,0,0,86,362,79,47,41,18,26,5,3,0,83,"Garrett McMillan","sa3023006",804582
"Owen Wild","GONZ",19,9,1,3.0269057260383048,16,8,0,0,1,74.1,313,70,29,25,6,24,3,2,0,83,"Owen Wild","sa3023278",801643
"Ryan Vanderhei","KU",21,5,6,6.461538461538462,14,14,0,0,0,78,366,79,58,56,13,43,12,7,1,83,"Ryan Vanderhei","sa3023671",687864
"DJ Wilkinson","FAMU",24,5,6,5.690582764952014,15,15,0,0,0,74.1,350,85,68,47,8,33,8,16,0,83,"DJ Wilkinson","sa3045224",
"Jackson Kelley","MER",22,7,0,1.35,25,0,0,0,6,60,227,32,9,9,4,18,3,3,0,82,"Jackson Kelley","sa3020755",805958
"Tyler Morgan","ACU",21,6,5,4.92,16,16,0,0,0,75,343,86,52,41,11,30,8,9,0,82,"Tyler Morgan","sa3022862",809499
"Nathan Dettmer","TA&M",20,6,3,4.989130434782608,19,19,0,0,0,92,402,98,58,51,4,25,7,9,0,82,"Nathan Dettmer","sa3023207",700579
"Brandon Sproat","FLA",21,9,4,3.412639501993952,17,16,0,0,0,89.2,382,84,37,34,5,33,9,0,0,82,"Brandon Sproat","sa3023499",687075
"Jaxon Wiggins","ARK",20,6,3,6.545454545454546,17,15,0,0,0,66,311,65,51,48,11,43,7,12,2,82,"Jaxon Wiggins","sa3023635",694393
"Jason Woodward","FGCU",19,6,4,4.108695788464614,15,15,0,0,0,76.2,326,72,40,35,6,34,0,10,0,82,"Jason Woodward","sa3025012",814710
"Nick Pinto","UCI",22,2,6,3.2316601364648254,15,15,0,0,0,86.1,383,87,42,31,4,31,8,4,0,82,"Nick Pinto","sa3025641",688902
"Rese Brown","EKU",,6,3,3.7565218637390756,14,14,1,1,0,76.2,321,59,33,32,10,30,9,4,0,82,"Rese Brown","sa3027874",
"Michael Darrell-Hicks","JAX",24,5,5,4.125,15,14,0,0,0,72,319,69,36,33,5,33,9,7,0,82,"Michael Darrell-Hicks","sa3029849",
"Jacob Edwards","UNCA",21,8,3,2.2415093694288326,15,14,0,0,0,88.1,376,77,33,22,4,26,10,5,0,82,"Jacob Edwards","sa3030812",
"Edward Kutt IV","OHIO",23,5,4,5.147860075000216,15,14,1,0,1,85.2,395,102,60,49,8,25,22,5,0,82,"Edward Kutt IV","sa3035801",
