name,team,age,nameascii,playerid,mlbamid,year,w,l,era,g,gs,cg,sho,sv,ip,tbf,h,r,er,hr,bb,hbp,wp,bk,so,k/9,bb/9,k/bb,hr/9,k%,bb%,k-bb%,avg,whip,babip,lob%,fip,e-f
Jonathan Fincher,LT,24.0,Jonathan Fincher,sa3031332,,2023,8,4,5.46067415730337,19,15,0,0,0,89.0,390,106,58,54,15,16,2,2,0,84,8.49438202247191,1.6179775280898876,5.25,1.5168539325842696,0.21538462,0.04102564,0.17435897,0.28494624,1.3707865168539326,0.33333333,0.6407767,4.832499673393335,0.6281744839100352
Ryan Fischer,NJIT,22.0,Ryan Fischer,sa3031369,,2023,4,7,5.161764850665958,15,15,3,1,0,90.2,395,105,57,52,11,22,4,4,0,74,7.345588441332325,2.1838235906663668,3.36363636,1.0919117953331834,0.18734177,0.0556962,0.13164557,0.28455285,1.400735333407215,0.33098592,0.64013841,5.142096143754709,0.0196687069112488
Ty Fisher,GASO,22.0,Ty Fisher,sa3031391,,2023,4,6,7.068669759354808,15,14,1,0,0,77.2,356,86,63,61,16,33,15,7,0,70,8.111588248439944,3.8240344599788303,2.12121212,1.8540773139291304,0.19662921,0.09269663,0.10393258,0.27922078,1.5321888913719894,0.31531532,0.63620072,6.914112324108528,0.1545574352462804
Colin Fitzgerald,ME,,Colin Fitzgerald,sa3031401,,2023,6,2,5.233480352106988,15,15,0,0,0,75.2,346,78,46,44,14,42,6,10,0,61,7.255506851784689,4.995594881556671,1.45238095,1.6651982938522236,0.17630058,0.12138728,0.0549133,0.26174497,1.5859031370021175,0.28699552,0.7518797,7.032984395251012,-1.799504043144024
Ty Floyd,LSU,21.0,Ty Floyd,sa3031488,692226.0,2023,7,0,4.351648351648351,19,17,0,0,1,91.0,387,70,50,44,16,37,12,5,2,120,11.868131868131869,3.659340659340659,3.24324324,1.5824175824175823,0.31007752,0.09560724,0.21447028,0.20710059,1.175824175824176,0.26732673,0.71428571,4.90904971741058,-0.557401365762229
Carson Fluno,UL,21.0,Carson Fluno,sa3031494,,2023,4,1,4.689473778362752,23,7,0,0,3,63.1,278,69,37,33,11,21,5,6,0,64,9.094737024703518,2.984210586230842,3.04761905,1.5631579261209172,0.23021583,0.07553957,0.15467626,0.27380952,1.4210526601099247,0.32768362,0.72864322,5.652919582937564,-0.9634458045748122
Bennett Flynn,DAV,22.0,Bennett Flynn,sa3031496,,2023,5,1,3.355029661529127,20,4,0,0,4,56.1,249,40,26,21,7,35,5,10,0,82,13.100592011685164,5.591716102548546,2.34285714,1.118343220509709,0.32931727,0.14056225,0.18875502,0.19138756,1.3313609767972727,0.275,0.76923077,5.57585635347354,-2.220826691944413
Chris Flynn,BC,23.0,Chris Flynn,sa3031497,,2023,7,3,4.33928586208091,16,16,0,0,0,74.2,333,76,41,36,6,34,4,8,0,84,10.125000344855456,4.098214425298637,2.47058824,0.7232143103468183,0.25225225,0.1021021,0.15015015,0.25762712,1.473214335891667,0.34146341,0.69128788,3.942070958322409,0.3972149037585009
Ryan Forcucci,UCSD,20.0,Ryan Forcucci,sa3031539,801573.0,2023,4,1,3.857142765752597,14,9,0,0,0,53.2,228,41,24,23,6,21,5,4,0,69,11.571428297257787,3.521739046991501,3.28571429,1.006211156283286,0.30263158,0.09210526,0.21052632,0.2029703,1.1552794757326617,0.27559055,0.7337884,4.4662947557484,-0.6091519899958038
Jermel Ford,ALCN,,Jermel Ford,sa3031543,,2023,1,9,10.05,16,15,1,0,0,60.0,323,73,87,67,5,65,13,13,0,45,6.75,9.75,0.69230769,0.75,0.13931889,0.20123839,-0.06191951,0.29795918,2.3,0.34871795,0.44444444,8.621326859792074,1.428673140207927
Trey Fortner,JVST,,Trey Fortner,sa3031565,,2023,2,7,6.700729740428793,19,4,0,0,0,45.2,225,61,40,34,6,26,7,6,0,35,6.897810026911992,5.124087448563194,1.34615385,1.1824817188991987,0.15555556,0.11555556,0.04,0.31770833,1.9051094360042649,0.36423841,0.63084112,6.614584049362248,0.0861456910665445
Brooks Fowler,ORU,20.0,Brooks Fowler,sa3031592,827670.0,2023,9,2,3.2625,17,17,0,0,0,80.0,341,66,31,29,13,32,7,1,0,78,8.775,3.6,2.4375,1.4625,0.228739,0.09384164,0.13489736,0.21854305,1.225,0.25118483,0.85253456,6.0646559715271,-2.8021559715270996
Ethan Fowlks,UVU,,Ethan Fowlks,sa3031601,,2023,5,2,4.165714376519653,16,3,1,0,4,58.1,256,70,30,27,5,12,7,9,0,47,7.251428729497173,1.8514286117865124,3.91666667,0.7714285882443801,0.18359375,0.046875,0.13671875,0.29535865,1.405714316356426,0.35135135,0.7195122,5.023661318751744,-0.8579469422320907
Zach Frasher,SPU,21.0,Zach Frasher,sa3031661,,2023,1,6,13.682432785096884,23,8,0,0,0,49.1,284,86,78,75,14,48,5,9,0,38,6.932432611115755,8.756756982462006,0.79166667,2.5540541198847517,0.13380282,0.16901408,-0.03521127,0.37229437,2.716216286226641,0.40223464,0.51088777,10.351552828495484,3.3308799566014
Nate Freeman,UCD,21.0,Nate Freeman,sa3031695,,2023,2,8,6.48,21,8,0,0,0,50.0,243,67,40,36,3,20,7,6,0,38,6.84,3.6,1.9,0.54,0.1563786,0.08230453,0.07407407,0.31018519,1.74,0.36571429,0.6013363,5.010891036987305,1.4691089630126957
Pierce Friedman,STO,19.0,Pierce Friedman,sa3031726,,2023,2,2,3.5886075082946123,14,7,0,0,0,52.2,228,47,25,21,1,25,4,5,1,41,7.006328944765672,4.272151795588824,1.64,0.1708860718235529,0.17982456,0.10964912,0.07017544,0.2361809,1.3670885745884238,0.29299363,0.68364611,5.110890166565808,-1.5222826582711957
Dominic Fritton,NCSU,20.0,Dominic Fritton,sa3031734,804571.0,2023,3,4,3.5904254590617755,17,9,0,0,3,62.2,270,50,30,25,7,24,6,8,0,75,10.771276377185329,3.4468084406993045,3.125,1.005319128537297,0.27777778,0.08888889,0.18888889,0.20833333,1.1808510398692065,0.2721519,0.71225071,4.115323216972334,-0.5248977579105589
Daniel Frontera,HALL,20.0,Daniel Frontera,sa3031739,,2023,2,3,6.086705068098629,14,14,0,0,0,57.2,261,67,43,39,7,26,3,2,0,38,5.930635707378151,4.0578033787324195,1.46153846,1.0924855250433436,0.14559387,0.09961686,0.04597701,0.2887931,1.612716727444936,0.32085561,0.61484919,5.659588662323129,0.4271164057755001
Brady Fuller,TROY,20.0,Brady Fuller,sa3031764,,2023,4,5,7.483695807326272,14,12,0,0,0,61.1,298,77,57,51,6,31,2,9,0,71,10.418478476865983,4.548913137786557,2.29032258,0.8804348008619143,0.23825503,0.10402685,0.13422819,0.29056604,1.7608696017238286,0.37765957,0.52165354,4.755150686567808,2.7285451207584632
Sal Fusco,VILL,23.0,Sal Fusco,sa3031798,,2023,3,5,7.061538668751017,18,7,0,0,3,43.1,216,45,38,34,8,40,6,6,0,53,11.007692630700117,8.307692551471785,1.325,1.661538510294357,0.24537037,0.18518519,0.06018519,0.26470588,1.9615385190975048,0.33944954,0.6641604,7.029264204713723,0.032274464037294
Devin Futrell,VAN,20.0,Devin Futrell,sa3031801,695656.0,2023,8,3,3.44223118032725,16,15,0,0,0,83.2,346,71,38,32,13,20,8,0,0,72,7.745020155736312,2.1513944877045312,3.6,1.398406417007945,0.20809249,0.05780347,0.15028902,0.22327044,1.087649435450624,0.24892704,0.7549505,4.948102337895394,-1.5058711575681438
Lawson Gailey,USF,,Lawson Gailey,sa3031822,,2023,2,5,4.085526213256278,16,10,0,0,0,50.2,229,57,36,23,11,19,6,1,0,27,4.796052511213892,3.3749999152986647,1.42105263,1.9539473193834376,0.11790393,0.08296943,0.0349345,0.27941176,1.4999999623549622,0.27710843,0.69069069,7.418718874157303,-3.333192660901025
Andres Galan,CAL,19.0,Andres Galan,sa3031833,800883.0,2023,3,2,4.467626021889502,14,7,0,0,1,46.1,207,46,25,23,4,21,5,5,0,40,7.769784385894786,4.079136802594762,1.9047619,0.7769784385894786,0.19323671,0.10144928,0.09178744,0.25414365,1.4460432051526406,0.30656934,0.70783133,5.184361997210186,-0.7167359753206846
Gianni Gambradella,ME,19.0,Gianni Gambradella,sa3031893,,2023,6,3,3.9017340180119415,14,4,0,0,2,57.2,242,59,28,25,6,15,1,4,0,42,6.554913150260062,2.341040410807165,2.8,0.936416164322866,0.17355372,0.06198347,0.11157025,0.26106195,1.2832369659239276,0.29775281,0.70570571,5.065272745709642,-1.1635387276977005
Jack Gannon,SPU,,Jack Gannon,sa3031900,,2023,2,7,8.360406415151466,18,11,0,0,1,65.2,334,81,70,61,9,50,12,11,0,50,6.852792143566776,6.852792143566776,1.0,1.2335025858420197,0.1497006,0.1497006,0.0,0.29779412,1.994923935127217,0.33802817,0.55981595,8.071301746518312,0.2891046686331542
Sam Garcia,HPU,21.0,Sam Garcia,sa3031950,822760.0,2023,1,8,7.568181818181818,18,8,0,0,0,44.0,222,48,45,37,10,35,7,3,0,49,10.022727272727272,7.159090909090909,1.4,2.0454545454545454,0.22072072,0.15765766,0.06306306,0.26666667,1.8863636363636365,0.31404959,0.59210526,8.017403880032626,-0.4492220618508078
Trevor Garcia,FRES,,Trevor Garcia,sa3031952,,2023,4,3,5.751479419764218,19,10,0,0,1,56.1,254,64,41,36,14,23,6,2,0,47,7.508875909136618,3.674556295960473,2.04347826,2.236686441019418,0.18503937,0.09055118,0.09448819,0.28444444,1.5443787330848362,0.30487805,0.70844687,7.601232933439649,-1.8497535136754308
Zach Garcia,AMCC,20.0,Zach Garcia,sa3031955,,2023,2,5,6.033519424491341,18,10,0,0,1,59.2,291,73,45,40,6,35,6,9,0,62,9.351955107961578,5.279329496429923,1.77142857,0.9050279136737012,0.21305842,0.12027491,0.09278351,0.292,1.810055827347402,0.36813187,0.65340909,5.055623939652624,0.9778954848387168
Sam Garewal,NU,19.0,Sam Garewal,sa3031971,,2023,0,4,5.6938775510204085,15,8,0,0,0,49.0,223,51,40,31,7,19,9,3,0,48,8.816326530612244,3.489795918367347,2.52631579,1.2857142857142858,0.21524664,0.08520179,0.13004484,0.26153846,1.4285714285714286,0.31428571,0.56358382,5.5203852711891646,0.1734922798312439
Collin Garner,GTWN,24.0,Collin Garner,sa3031983,,2023,2,3,7.187050556952677,13,8,0,0,0,46.1,224,58,45,37,9,25,5,2,0,25,4.856115241184241,4.856115241184241,1.0,1.748201486826327,0.11160714,0.11160714,0.0,0.29896907,1.7913669556368534,0.30625,0.57029178,7.279291875784052,-0.0922413188313751
Seth Garner,MEM,,Seth Garner,sa3031986,,2023,1,4,6.363057479446739,12,12,0,0,0,52.1,231,59,42,37,5,11,8,2,0,31,5.331210320617537,1.891719791186868,2.81818182,0.8598726323576674,0.13419913,0.04761905,0.08658009,0.27830189,1.3375796503341493,0.30681818,0.50704225,5.328373693271731,1.034683786175008
Luke Garofalo,CCSU,23.0,Luke Garofalo,sa3031988,,2023,4,0,2.2164178473510217,22,1,1,0,11,44.2,177,28,13,11,4,10,5,4,0,46,9.268656452558815,2.014925315773656,4.6,0.8059701263094624,0.25988701,0.05649718,0.20338983,0.17283951,0.8507462444377659,0.21428571,0.80213904,4.88105831823946,-2.6646404708884384
Chad Gartland,GMU,21.0,Chad Gartland,sa3032009,,2023,7,2,3.386440590384775,17,13,2,1,2,98.1,413,88,42,37,14,28,13,5,2,86,7.8711862371105585,2.562711798129019,3.07142857,1.2813558990645095,0.20823245,0.06779661,0.14043584,0.23655914,1.179660986440342,0.27205882,0.7952468,6.094079145915343,-2.7076385555305675
Landon Gartman,MSST,,Landon Gartman,sa3032010,,2023,2,3,7.248321962079504,11,11,0,0,0,49.2,236,51,44,40,12,25,7,6,0,47,8.516778305443417,4.53020122629969,1.88,2.174496588623851,0.19915254,0.1059322,0.09322034,0.25,1.530201303105673,0.26896552,0.58912387,6.826521425920321,0.421800536159183
Kolby Gartner,STMN,21.0,Kolby Gartner,sa3032011,,2023,1,7,6.6,11,11,1,0,0,60.0,277,68,56,44,4,27,4,3,0,46,6.9,4.05,1.7037037,0.6,0.16606498,0.09747292,0.06859206,0.27642276,1.5833333333333333,0.32653061,0.46038544,5.3229893048604335,1.277010695139566
Joey Gartrell,PORT,19.0,Joey Gartrell,sa3032013,813745.0,2023,5,5,5.170212598103865,16,14,0,0,0,78.1,359,88,55,45,7,22,15,6,0,66,7.582978477219002,2.527659492406334,3.0,0.804255293038379,0.18384401,0.06128134,0.12256267,0.27329193,1.4042552735590743,0.3253012,0.60763889,5.077856570511936,0.0923560275919292
Daniel Garza,UTSA,,Daniel Garza,sa3032020,,2023,5,1,5.286713145683845,20,0,0,0,0,47.2,219,63,30,28,10,16,2,0,0,36,6.797202615879229,3.0209789403907683,2.25,1.8881118377442303,0.16438356,0.07305936,0.0913242,0.31343284,1.6573426131310467,0.34193548,0.76119403,6.272037600813372,-0.9853244551295264
Randy Garza,RGV,,Randy Garza,sa3032026,,2023,3,3,8.158273605189525,15,11,0,0,0,46.1,225,50,48,42,6,36,7,11,0,54,10.48920892095796,6.992805947305308,1.5,1.1654676578842178,0.24,0.16,0.08,0.27472527,1.8561151588526432,0.36065574,0.53191489,6.680352014409641,1.477921590779884
Nick Gatton,UMES,,Nick Gatton,sa3032053,,2023,2,4,5.963190323605925,27,5,0,0,2,54.1,255,71,45,36,9,23,2,5,0,51,8.447852958441727,3.809816040081563,2.2173913,1.4907975809014813,0.2,0.09019608,0.10980392,0.30869565,1.730061390181966,0.36470588,0.61151079,6.425559779475902,-0.4623694558699771
Daniel Gaviria,BCU,,Daniel Gaviria,sa3032065,,2023,5,3,4.410358699794289,16,14,3,1,0,83.2,354,90,50,41,8,19,13,1,1,49,5.270916494876102,2.0438247633193045,2.57894737,0.8605577950818125,0.13841808,0.05367232,0.08474576,0.27950311,1.3027888842210773,0.30943396,0.64981949,6.357117069491308,-1.9467583696970197
Chase Gearing,NICH,23.0,Chase Gearing,sa3032077,,2023,3,2,4.959183673469388,23,2,0,0,1,49.0,217,44,31,27,8,22,9,4,0,45,8.26530612244898,4.040816326530612,2.04545455,1.469387755102041,0.20737327,0.10138249,0.10599078,0.23655914,1.346938775510204,0.27067669,0.68965517,5.948794643246398,-0.9896109697770096
Jake Gebb,UCR,22.0,Jake Gebb,sa3032079,,2023,2,5,6.246268478898334,23,3,0,0,0,44.2,210,50,39,31,5,21,5,2,0,34,6.850746073630431,4.231343163124678,1.61904762,1.007462657886828,0.16190476,0.1,0.06190476,0.27173913,1.5895521935547732,0.31034483,0.53623188,5.809995466798685,0.4362730120996492
Braden Gebhardt,YSU,19.0,Braden Gebhardt,sa3032082,,2023,3,3,6.285714285714286,21,9,0,0,1,63.0,300,65,52,44,6,41,10,8,0,54,7.714285714285714,5.857142857142857,1.31707317,0.8571428571428571,0.18,0.13666667,0.04333333,0.26104418,1.6825396825396826,0.31216931,0.59479554,6.5107178778875445,-0.2250035921732589
Doyle Gehring,AFA,,Doyle Gehring,sa3032091,,2023,4,4,6.324324324324325,16,15,0,0,1,74.0,339,83,57,52,11,33,11,7,1,63,7.662162162162162,4.013513513513513,1.90909091,1.337837837837838,0.18584071,0.09734513,0.08849558,0.28135593,1.5675675675675675,0.32579186,0.62724014,6.508237501092859,-0.1839131767685344
Joe Georgini,NJIT,,Joe Georgini,sa3032125,,2023,3,7,5.852216968713656,14,14,0,0,0,67.2,303,83,50,44,11,17,2,1,0,30,3.990147933213856,2.261083828821185,1.76470588,1.463054242178414,0.0990099,0.05610561,0.04290429,0.29225352,1.4778325678569837,0.2962963,0.60046189,6.405914657347189,-0.553697688633533
Ben Gerl,NKU,21.0,Ben Gerl,sa3032142,,2023,6,4,5.122529489795263,15,15,1,1,0,84.1,389,102,52,48,9,27,9,5,0,74,7.897232963434364,2.8814228380098355,2.74074074,0.9604742793366118,0.19023136,0.06940874,0.12082262,0.28895184,1.529644222647197,0.34444444,0.68580542,5.471380376233989,-0.3488508864387256
Logan Gerling,UVU,,Logan Gerling,sa3032143,,2023,5,5,5.323943661971831,15,15,1,1,0,71.0,316,84,48,42,13,13,5,4,0,65,8.23943661971831,1.647887323943662,5.0,1.647887323943662,0.2056962,0.04113924,0.16455696,0.28187919,1.3661971830985915,0.32272727,0.64439141,5.8535204632181514,-0.5295768012463204
Evan Gibbons,SAC,,Evan Gibbons,sa3032171,,2023,4,4,7.428571428571429,13,12,0,0,0,63.0,290,83,54,52,8,18,11,5,0,44,6.285714285714286,2.5714285714285716,2.44444444,1.1428571428571428,0.15172414,0.06206897,0.08965517,0.31800766,1.6031746031746033,0.35885167,0.57539683,6.17858194320921,1.249989485362219
Jonah Giblin,ASU,,Jonah Giblin,sa3032181,,2023,1,1,5.514084655172984,18,7,0,0,0,47.1,205,50,33,29,7,15,2,7,0,34,6.464788906064877,2.8521127526756813,2.26666667,1.3309859512486513,0.16585366,0.07317073,0.09268293,0.26595745,1.3732394735105131,0.29251701,0.59440559,5.668605600635914,-0.1545209454629299
Murphy Gienger,UNCO,23.0,Murphy Gienger,sa3032196,,2023,2,5,5.930635707378151,20,4,0,0,1,57.2,289,69,47,38,7,33,15,7,0,76,11.861271414756304,5.150288903775763,2.3030303,1.0924855250433436,0.26297578,0.11418685,0.14878893,0.28630705,1.7687860881654136,0.39240506,0.65298507,5.878962298171505,0.0516734092066464
Jake Gigliotti,NE,23.0,Jake Gigliotti,sa3032203,,2023,8,0,3.240000123596196,23,8,0,0,2,66.2,272,55,27,24,5,17,6,2,0,65,8.775000334739698,2.2950000875473062,3.82352941,0.6750000257492075,0.23897059,0.0625,0.17647059,0.22088353,1.080000041198732,0.27932961,0.71830986,4.193438780212403,-0.9534386566162064
Nick Gilhaus,MILW,,Nick Gilhaus,sa3032220,,2023,1,3,3.786585277776363,23,1,0,0,0,54.2,246,52,26,23,2,25,13,4,0,56,9.219511980672884,4.115853562800394,2.24,0.3292682850240315,0.22764228,0.10162602,0.12601626,0.25,1.4085365526028015,0.33333333,0.73394495,5.070532035543974,-1.2839467577676111
Cedric Gillette,MRMK,,Cedric Gillette,sa3032229,,2023,5,3,5.204819396715725,12,9,0,0,0,55.1,241,56,36,32,11,21,2,0,0,28,4.554216972126259,3.4156627290946946,1.33333333,1.7891566676210304,0.11618257,0.08713693,0.02904564,0.25688073,1.3915662970385791,0.25139665,0.67610063,7.588395196139719,-2.383575799423994
Brock Gillis,PORT,,Brock Gillis,sa3032239,,2023,3,3,5.625,16,11,0,0,0,64.0,288,59,44,40,10,44,2,8,0,67,9.421875,6.1875,1.52272727,1.40625,0.23263889,0.15277778,0.07986111,0.24380165,1.609375,0.2969697,0.67032967,6.2779895782470705,-0.6529895782470705
Emmett Gillies,AKR,19.0,Emmett Gillies,sa3032240,,2023,3,4,5.364238546112226,23,3,0,0,3,50.1,231,52,39,30,7,20,6,4,0,43,7.68874191609419,3.576159030741484,2.15,1.2516556607595193,0.18614719,0.08658009,0.0995671,0.25365854,1.4304636122965937,0.29032258,0.57184751,6.129680168050973,-0.7654416219387468
Clark Gilmore,DART,,Clark Gilmore,sa3032259,,2023,2,5,7.425,12,6,1,0,0,40.0,208,50,39,33,2,19,18,7,0,25,5.625,4.275,1.31578947,0.45,0.12019231,0.09134615,0.02884615,0.29239766,1.725,0.33333333,0.57007126,6.569125652313232,0.8558743476867674
Alex Giroux,HAW,22.0,Alex Giroux,sa3032280,,2023,4,2,2.8255814580159178,22,6,0,0,2,57.1,246,48,25,18,3,14,14,3,0,52,8.162790878712652,2.197674467345714,3.71428571,0.4709302430026529,0.21138211,0.05691057,0.15447154,0.22018349,1.081395372820907,0.27607362,0.71030641,4.462286393174357,-1.636704935158439
James Gladden,VCU,,James Gladden,sa3032292,,2023,5,3,5.429347938648472,16,6,0,0,0,61.1,285,60,42,37,10,33,8,6,2,45,6.603261006464357,4.842391404740528,1.36363636,1.467391334769857,0.15789474,0.11578947,0.04210526,0.24590164,1.5163043792621858,0.26455026,0.67816092,7.399145558763768,-1.969797620115297
Joe Glassey,ILL,21.0,Joe Glassey,sa3032295,,2023,3,1,4.251968631653331,19,0,0,0,3,42.1,186,35,22,20,6,21,6,1,0,37,7.866141968558663,4.464567063235998,1.76190476,1.2755905894959996,0.19892473,0.11290323,0.08602151,0.22012579,1.3228346854032589,0.25,0.74626866,5.9160144492884985,-1.6640458176351671
Austin Glaze,ACU,,Austin Glaze,sa3032299,,2023,4,1,5.516129032258065,15,15,0,0,0,62.0,274,56,41,38,10,25,9,6,0,51,7.403225806451613,3.629032258064516,2.04,1.4516129032258065,0.18613139,0.09124088,0.09489051,0.23333333,1.3064516129032258,0.25698324,0.64473684,6.640435501836961,-1.1243064695788965
Jake Goble,SDST,,Jake Goble,sa3032330,,2023,5,3,4.320000094168529,15,11,0,0,0,58.1,250,52,33,28,5,19,6,2,0,46,7.097143011848297,2.9314286353286447,2.42105263,0.7714285882443801,0.184,0.076,0.108,0.23111111,1.2171428836744664,0.27011494,0.62857143,5.262513132321105,-0.942513038152576
Liam Golden,NAVY,,Liam Golden,sa3032357,,2023,3,3,6.0,13,10,0,0,0,42.0,196,45,31,28,1,25,3,7,0,32,6.857142857142857,5.357142857142857,1.28,0.2142857142857142,0.16326531,0.12755102,0.03571429,0.26785714,1.6666666666666667,0.32592593,0.58659218,5.039600222451346,0.9603997775486536
Charlie Goldstein,UGA,,Charlie Goldstein,sa3032363,,2023,3,2,5.0275863391635855,14,10,0,0,0,48.1,216,47,30,27,7,18,7,4,0,47,8.75172436817365,3.3517242261090567,2.61111111,1.303448310153522,0.21759259,0.08333333,0.13425926,0.2460733,1.3448276215869672,0.2919708,0.67524116,5.1349686652783415,-0.1073823261147559
Harley Gollert,ORU,24.0,Harley Gollert,sa3032372,,2023,10,2,4.648351648351649,18,17,0,0,0,91.0,391,87,48,47,19,32,8,1,0,94,9.296703296703296,3.1648351648351647,2.9375,1.879120879120879,0.24040921,0.08184143,0.15856778,0.24786325,1.3076923076923077,0.28571429,0.78685259,6.406688938560067,-1.7583372902084182
Brandon Gomez,SCU,,Brandon Gomez,sa3032383,,2023,6,4,3.6610169491525424,17,9,1,1,1,59.0,251,63,28,24,3,13,0,3,0,57,8.694915254237289,1.9830508474576272,4.38461538,0.4576271186440678,0.22709163,0.05179283,0.17529881,0.26470588,1.2881355932203389,0.33707865,0.66852368,3.5740700867216466,0.0869468624308957
Jacob Gomez,ODU,21.0,Jacob Gomez,sa3032388,,2023,1,3,4.704545454545454,21,2,0,0,1,44.0,201,39,27,23,2,27,4,2,0,46,9.409090909090908,5.5227272727272725,1.7037037,0.4090909090909091,0.22885572,0.13432836,0.09452736,0.22941176,1.5,0.30327869,0.63988095,4.798134864460338,-0.0935894099148839
Ruddy Gomez,UCF,23.0,Ruddy Gomez,sa3032390,,2023,6,3,5.25,15,15,0,0,0,72.0,335,83,53,42,9,22,11,10,0,78,9.75,2.75,3.54545455,1.125,0.23283582,0.06567164,0.16716418,0.27483444,1.4583333333333333,0.34418605,0.60928433,5.015210183461507,0.2347898165384929
Erick Gonzales,JKST,,Erick Gonzales,sa3032412,,2023,1,3,4.218750100582841,27,0,0,0,8,53.1,232,51,27,25,3,21,11,8,0,64,10.800000257492073,3.543750084489586,3.04761905,0.5062500120699408,0.27586207,0.09051724,0.18534483,0.255,1.3500000321865089,0.36090226,0.7106599,5.269243529587985,-1.0504934290051446
Jonathan Gonzalez,STET,20.0,Jonathan Gonzalez,sa3032427,822499.0,2023,8,4,4.125,18,7,0,0,2,72.0,296,61,35,33,7,17,10,4,0,91,11.375,2.125,5.35294118,0.875,0.30743243,0.05743243,0.25,0.2267658,1.0833333333333333,0.31578947,0.67774936,4.132629532284207,-0.0076295322842065
Ty Good,COFC,21.0,Ty Good,sa3032451,,2023,7,4,4.263157763055415,15,15,0,0,0,82.1,365,65,40,39,5,44,9,7,0,93,10.16599158882445,4.809716450626622,2.11363636,0.5465586875712071,0.25479452,0.12054795,0.13424658,0.20833333,1.3238865987835904,0.28037383,0.7027027,4.594977225205937,-0.3318194621505217
Austin Gordon,CLEM,20.0,Austin Gordon,sa3032478,803135.0,2023,2,4,4.607142857142857,16,16,0,0,0,84.0,352,77,45,43,19,22,8,5,1,76,8.142857142857142,2.357142857142857,3.45454545,2.0357142857142856,0.21590909,0.0625,0.15340909,0.23913043,1.1785714285714286,0.25550661,0.77114428,5.823023328326998,-1.2158804711841409
Santhosh Gottam,BRWN,20.0,Santhosh Gottam,sa3032518,,2023,2,4,6.872727272727273,11,11,0,0,0,55.0,265,80,50,42,7,22,3,5,0,50,8.181818181818182,3.6,2.27272727,1.1454545454545455,0.18867925,0.08301887,0.10566038,0.33333333,1.8545454545454545,0.3989071,0.57773109,5.594125652313233,1.2786016204140402
Zak Gould,UIC,,Zak Gould,sa3032529,,2023,6,3,5.765625,22,3,0,0,1,64.0,273,68,42,41,15,19,7,1,0,38,5.34375,2.671875,2.0,2.109375,0.13919414,0.06959707,0.06959707,0.27530364,1.359375,0.27319588,0.71232877,7.017594528198242,-1.2519695281982424
Alex Gow,DUKE,,Alex Gow,sa3032532,,2023,3,4,4.947643880242076,17,17,0,0,0,63.2,279,54,40,35,8,28,6,7,0,69,9.75392650676295,3.95811510419366,2.46428571,1.1308900297696172,0.24731183,0.10035842,0.14695341,0.22040816,1.287958089459842,0.27380952,0.625,4.688705181839572,0.2589386984025035
Caleb Granger,FAMU,20.0,Caleb Granger,sa3032573,,2023,6,5,6.352941176470588,19,14,1,0,0,85.0,391,119,64,60,10,30,4,10,0,57,6.035294117647059,3.176470588235294,1.9,1.0588235294117647,0.14578005,0.07672634,0.06905371,0.33333333,1.7529411764705882,0.37586207,0.64028777,6.526228820576387,-0.1732876441057991
Andre Greene,UAPB,,Andre Greene,sa3032637,,2023,6,6,6.096774193548387,14,10,1,1,0,62.0,284,65,53,42,7,34,12,7,3,52,7.548387096774194,4.935483870967742,1.52941176,1.0161290322580645,0.18309859,0.11971831,0.06338028,0.27310924,1.596774193548387,0.32402235,0.57312253,7.154122558716805,-1.0573483651684183
Bryce Greenly,DEL,,Bryce Greenly,sa3032641,,2023,3,3,4.5,15,15,0,0,0,56.0,252,63,30,28,3,24,6,7,0,43,6.910714285714286,3.857142857142857,1.79166667,0.4821428571428571,0.17063492,0.0952381,0.07539683,0.28378378,1.5535714285714286,0.34090909,0.70945946,4.901295920780727,-0.4012959207807274
Bryan Green,UCD,19.0,Bryan Green,sa3032643,,2023,5,4,4.153846153846154,15,15,0,0,0,78.0,332,69,43,36,9,32,7,5,0,51,5.884615384615385,3.692307692307693,1.59375,1.0384615384615383,0.15361446,0.09638554,0.05722892,0.23549488,1.294871794871795,0.25751073,0.68134172,5.823198729294997,-1.6693525754488432
Will Greer,BUCK,23.0,Will Greer,sa3032680,,2023,3,5,6.092307692307692,13,12,0,0,0,65.0,309,74,54,44,13,33,10,6,0,39,5.4,4.569230769230769,1.18181818,1.8,0.12621359,0.10679612,0.01941748,0.27819549,1.646153846153846,0.28504673,0.63765182,7.638501321352445,-1.5461936290447529
Nic Gregson,UCSD,,Nic Gregson,sa3032693,,2023,5,1,4.935483870967742,15,8,0,0,0,62.0,264,63,37,34,6,11,10,2,0,57,8.274193548387096,1.596774193548387,5.18181818,0.8709677419354839,0.21590909,0.04166667,0.17424242,0.25925926,1.1935483870967742,0.31666667,0.62169312,4.566374907955047,0.3691089630126951
Trent Gregson,CARK,,Trent Gregson,sa3032694,,2023,3,2,4.328244148771442,19,1,0,0,1,43.2,195,34,24,21,6,25,7,3,1,40,8.24427456908846,5.152671605680288,1.6,1.236641185363269,0.20512821,0.12820513,0.07692308,0.20858896,1.351144998822831,0.23931624,0.72916667,6.424190114212861,-2.0959459654414188
