name,team,age,nameascii,playerid,mlbamid,year,w,l,era,g,gs,cg,sho,sv,ip,tbf,h,r,er,hr,bb,hbp,wp,bk,so,k/9,bb/9,k/bb,hr/9,k%,bb%,k-bb%,avg,whip,babip,lob%,fip,e-f
Tanner Gresham,ARMY,21.0,Tanner Gresham,sa3032704,,2023,5,1,2.8983050847457625,10,10,3,2,0,59.0,241,41,21,19,6,21,8,5,0,56,8.542372881355933,3.2033898305084745,2.66666667,0.9152542372881356,0.23236515,0.08713693,0.14522822,0.19339623,1.0508474576271187,0.23333333,0.79545455,5.152191021482824,-2.253885936737061
Mitchell Gross,GASO,,Mitchell Gross,sa3032773,,2023,3,4,4.810344827586207,18,6,0,0,1,58.0,258,60,37,31,7,19,7,4,0,52,8.068965517241379,2.9482758620689653,2.73684211,1.0862068965517242,0.20155039,0.07364341,0.12790698,0.25862069,1.362068965517241,0.30635838,0.64304462,5.3051881559963885,-0.4948433284101812
Marvcus Guarin,PAC,22.0,Marvcus Guarin,sa3032813,,2023,0,7,7.429530011131491,14,11,0,0,0,49.2,243,56,46,41,8,38,7,9,0,51,9.241610501651367,6.885905863975529,1.34210526,1.4496643924159007,0.20987654,0.1563786,0.05349794,0.28282828,1.892617401209648,0.34532374,0.61247216,6.942628769371771,0.4869012417597202
Rye Gunter,HCU,,Rye Gunter,sa3032856,,2023,1,5,6.256097415456599,14,10,0,0,0,54.2,255,62,42,38,4,27,6,3,0,48,7.902438840576757,4.445121847824426,1.77777778,0.6585365700480631,0.18823529,0.10588235,0.08235294,0.27927928,1.6280487426188226,0.34117647,0.59284116,4.7712187114320725,1.4848787040245268
Mike Gutierrez,UCSB,,Mike Gutierrez,sa3032883,,2023,4,2,2.5434782608695654,10,10,0,0,0,46.0,185,39,14,13,3,13,4,2,2,57,11.152173913043478,2.5434782608695654,4.38461538,0.5869565217391305,0.30810811,0.07027027,0.23783784,0.23214286,1.1304347826086956,0.33333333,0.81081081,3.609151906552522,-1.0656736456829567
Colby Guy,JKST,20.0,Colby Guy,sa3032886,,2023,5,4,9.204545135340426,16,15,0,0,0,73.1,356,100,79,75,15,53,7,10,0,76,9.327272403811632,6.5045452289739005,1.43396226,1.8409090270680852,0.21348315,0.1488764,0.06460674,0.33783784,2.0863635640104965,0.41463415,0.58273381,8.178902511911948,1.025642623428478
John Hacker,MRST,,John Hacker,sa3032930,,2023,1,6,10.0188679245283,19,6,0,0,0,53.0,280,74,67,59,13,40,8,10,0,38,6.452830188679245,6.7924528301886795,0.95,2.207547169811321,0.13571429,0.14285714,-0.00714286,0.31896552,2.150943396226415,0.33701657,0.52986513,9.451629181627958,0.5672387429003436
Jordan Haddaway,DSU,,Jordan Haddaway,sa3032938,,2023,4,2,5.207142715259478,18,5,0,0,0,46.2,213,47,37,27,3,30,4,12,0,41,7.907142641690318,5.785714128066087,1.36666667,0.5785714128066086,0.19248826,0.14084507,0.05164319,0.26256983,1.649999955041069,0.32592593,0.57291667,6.033403702755365,-0.8262609874958873
Dawson Hall,WKU,,Dawson Hall,sa3033020,,2023,7,4,3.5816325136444513,16,12,0,0,0,65.1,275,56,31,26,6,24,6,5,0,44,6.061224253859841,3.306122320287186,1.83333333,0.8265305800717965,0.16,0.08727273,0.07272727,0.22857143,1.2244897482545134,0.25641026,0.70876289,5.146877062097287,-1.565244548452836
Jakob Hall,ORU,20.0,Jakob Hall,sa3033030,828471.0,2023,8,3,3.55743252412519,18,18,0,0,0,98.2,400,93,43,39,14,17,10,3,0,94,8.57432454532738,1.5506757156443136,5.52941176,1.277027059942376,0.235,0.0425,0.1925,0.24932976,1.1148648936004868,0.29811321,0.76693227,5.199791126254705,-1.642358602129515
Jordan Hamberg,COPP,21.0,Jordan Hamberg,sa3033068,,2023,4,4,5.1923076923076925,11,10,0,0,0,52.0,246,43,35,30,6,44,5,5,0,70,12.115384615384617,7.615384615384615,1.59090909,1.0384615384615383,0.28455285,0.17886179,0.10569106,0.21827411,1.6730769230769231,0.30578512,0.68181818,6.4037334075340855,-1.211425715226393
Ethan Hamill,COR,19.0,Ethan Hamill,sa3033080,,2023,2,6,7.38,11,11,0,0,0,50.0,247,69,50,41,12,28,10,3,0,27,4.86,5.04,0.96428571,2.16,0.10931174,0.11336032,-0.00404858,0.33014354,1.94,0.33529412,0.63192905,8.714125652313232,-1.334125652313232
Blake Hammond,SCU,19.0,Blake Hammond,sa3033097,813768.0,2023,6,1,2.5251799254158054,19,0,0,0,1,46.1,200,34,20,13,2,28,5,11,2,65,12.625899627079027,5.43884907012635,2.32142857,0.3884892192947393,0.325,0.14,0.185,0.20359281,1.3381295331263243,0.32,0.73208723,4.076325906220754,-1.5511459808049488
Eric Hammond,USC,20.0,Eric Hammond,sa3033100,,2023,3,4,4.815286741202938,15,14,0,0,0,52.1,239,46,39,28,7,30,11,3,2,41,7.050955585332873,5.159235794146005,1.36666667,1.2038216853007344,0.17154812,0.12552301,0.04602511,0.23232323,1.452229334648505,0.26,0.62176166,6.627518331862846,-1.812231590659908
Ben Hampton,WVU,21.0,Ben Hampton,sa3033108,,2023,5,3,4.447058823529412,16,16,0,0,0,85.0,375,92,47,42,9,30,6,5,0,66,6.988235294117647,3.176470588235294,2.2,0.9529411764705882,0.176,0.08,0.096,0.27138643,1.4352941176470588,0.31439394,0.70190641,4.96662540996776,-0.5195665864383479
Dominic Hann,NIU,20.0,Dominic Hann,sa3033139,,2023,0,8,10.666666666666666,15,12,0,0,0,54.0,286,86,69,64,11,31,10,7,0,32,5.333333333333333,5.166666666666667,1.03225806,1.8333333333333333,0.11188811,0.10839161,0.0034965,0.35102041,2.1666666666666665,0.37128713,0.51971326,8.221414244616474,2.445252422050192
Jonathon Hanscom,EIU,21.0,Jonathon Hanscom,sa3033149,,2023,2,1,6.191082952975205,19,0,0,0,2,52.1,238,57,37,36,8,23,4,7,0,51,8.770700850048208,3.95541410884527,2.2173913,1.3757962117722675,0.21428571,0.09663866,0.11764706,0.27014218,1.528662457524742,0.32236842,0.6456044,5.662934702636021,0.5281482503391839
Ben Hansen,BYU,21.0,Ben Hansen,sa3033152,810091.0,2023,0,5,6.709090909090909,16,10,0,0,0,55.0,266,66,53,41,10,32,8,6,0,44,7.2,5.236363636363636,1.375,1.6363636363636365,0.16541353,0.12030075,0.04511278,0.2920354,1.7818181818181815,0.3255814,0.57608696,7.129694123701616,-0.4206032146107068
Cameron Hansen,CLT,,Cameron Hansen,sa3033155,,2023,3,1,4.663636201905816,19,12,0,0,0,73.1,315,64,41,38,9,25,7,3,0,66,8.099999719099575,3.068181711780142,2.64,1.104545416240851,0.20952381,0.07936508,0.13015873,0.22614841,1.2136363215485897,0.26442308,0.65947242,5.026932730083624,-0.3632965281778082
Cole Hansen,HALL,20.0,Cole Hansen,sa3033158,,2023,4,1,3.75,12,6,0,0,1,48.0,204,47,27,20,8,12,1,1,1,39,7.3125,2.25,3.25,1.5,0.19117647,0.05882353,0.13235294,0.2460733,1.2291666666666667,0.27083333,0.67622951,5.244969240824382,-1.494969240824382
Luke Hansel,MILW,21.0,Luke Hansel,sa3033162,,2023,6,4,6.044776119402985,15,14,0,0,0,67.0,319,80,47,45,7,39,12,13,0,66,8.865671641791044,5.2388059701492535,1.69230769,0.9402985074626866,0.20689655,0.12225705,0.0846395,0.29850746,1.7761194029850746,0.37435897,0.69306931,6.2299787165513685,-0.1852025971483835
Ethan Harden,BEL,20.0,Ethan Harden,sa3033199,,2023,5,2,2.6068966203070443,21,2,0,0,7,48.1,182,28,16,14,3,12,2,2,0,43,8.006896762371635,2.234482817406038,3.58333333,0.5586207043515095,0.23626374,0.06593407,0.17032967,0.16666667,0.827586228668903,0.20491803,0.68783069,3.8360212496146295,-1.2291246293075853
Ryan Hardman,UTU,,Ryan Hardman,sa3033211,,2023,1,7,9.503999709960947,15,6,0,0,0,41.2,218,72,55,44,11,19,9,1,0,40,8.639999736328132,4.103999874755863,2.10526316,2.375999927490237,0.18348624,0.08715596,0.09633028,0.37894737,2.1839999333496114,0.43884892,0.53191489,8.071661200622561,1.4323385093383862
Garrett Harker,CIN,20.0,Garrett Harker,sa3033224,,2023,2,5,7.036363636363636,18,9,0,0,0,55.0,270,62,52,43,8,35,12,9,0,45,7.363636363636363,5.7272727272727275,1.28571429,1.309090909090909,0.16666667,0.12962963,0.03703704,0.27802691,1.7636363636363637,0.31764706,0.58282209,7.000058668309992,0.0363049680536438
Ryan Harland,LT,,Ryan Harland,sa3033227,,2023,0,5,5.982035791499069,29,3,0,0,0,55.2,252,71,40,37,7,13,2,3,0,27,4.365269361364185,2.1017963591753483,2.07692308,1.1317365010944185,0.10714286,0.0515873,0.05555556,0.29957806,1.5089820014592246,0.31527094,0.60367454,5.395441172410112,0.5865946190889568
Drew Harlow,MRSH,,Drew Harlow,sa3033231,,2023,6,4,5.55882368533257,20,0,0,0,1,45.1,193,40,29,28,6,20,3,9,0,52,10.323529701331916,3.970588346666122,2.6,1.1911765039998363,0.26943005,0.10362694,0.16580311,0.23529412,1.323529448888707,0.30357143,0.62271062,5.133027939194215,0.4257957461383546
Antoine Harris,SOU,21.0,Antoine Harris,sa3033257,,2023,1,7,7.826086956521739,12,11,0,0,0,46.0,233,62,45,40,6,35,11,8,0,44,8.608695652173912,6.8478260869565215,1.25714286,1.173913043478261,0.1888412,0.15021459,0.03862661,0.3315508,2.108695652173913,0.40875912,0.63253012,7.920602222110914,-0.094515265589175
Connor Harrison,HAW,23.0,Connor Harrison,sa3033262,,2023,1,5,2.7000000643730178,25,2,0,0,7,53.1,230,49,20,16,3,14,2,2,0,43,7.256250173002486,2.3625000563263905,3.07142857,0.5062500120699408,0.18695652,0.06086957,0.12608696,0.22897196,1.1812500281631952,0.27380952,0.74013158,4.14964103743434,-1.4496409730613222
Jaden Harris,UTAH,20.0,Jaden Harris,sa3033285,,2023,2,4,8.565517466723145,20,9,0,0,0,48.1,257,73,53,46,6,31,6,18,0,36,6.7034484522181135,5.772413944965598,1.16129032,1.117241408703019,0.14007782,0.12062257,0.01945525,0.33181818,2.1517241945391476,0.37640449,0.56102362,6.5259149958035625,2.039602470919583
Shane Harris,EVAN,,Shane Harris,sa3033303,,2023,6,2,6.176470588235294,23,4,0,0,0,51.0,227,52,37,35,8,19,9,4,0,59,10.411764705882351,3.3529411764705883,3.10526316,1.411764705882353,0.25991189,0.08370044,0.17621145,0.26130653,1.392156862745098,0.33333333,0.625,5.312018547806085,0.8644520404292093
Tristan Haught,WRST,,Tristan Haught,sa3033402,,2023,6,3,5.23036638768448,28,4,0,0,4,63.2,273,64,40,37,6,15,8,8,0,63,8.905758984435735,2.120418805818032,4.2,0.8481675223272129,0.23076923,0.05494505,0.17582418,0.256,1.2408376715527745,0.32044199,0.59796438,4.888179850856064,0.3421865368284162
Dakota Hawkins,WSU,,Dakota Hawkins,sa3033429,,2023,5,3,4.315068493150685,14,14,0,0,0,73.0,324,82,43,35,4,27,2,7,0,92,11.342465753424657,3.328767123287671,3.40740741,0.4931506849315068,0.28395062,0.08333333,0.20061728,0.2779661,1.4931506849315068,0.3919598,0.64516129,3.488786920782638,0.826281572368047
Sawyer Hawks,AFA,20.0,Sawyer Hawks,sa3033436,700895.0,2023,4,0,2.8421051918304547,22,1,0,0,8,50.2,222,40,16,16,6,27,8,7,0,70,12.434210214258238,4.796052511213892,2.59259259,1.0657894469364204,0.31531532,0.12162162,0.19369369,0.21390374,1.3223683878655588,0.30630631,0.88588589,5.343408176806496,-2.501302984976041
Connor Hayden,WAG,,Connor Hayden,sa3033445,,2023,9,1,3.9251102640802418,15,12,0,0,0,75.2,336,70,37,33,4,39,9,3,0,73,8.682819675086595,4.638766675731194,1.87179487,0.4757709411006353,0.2172619,0.11607143,0.10119048,0.24305556,1.4405286827769237,0.31279621,0.72064057,5.429910996669584,-1.5048007325893424
Steve Hayward,UIW,,Steve Hayward,sa3033469,,2023,7,3,2.2941176470588234,22,0,0,0,7,51.0,198,31,18,13,5,17,1,8,0,73,12.882352941176473,3.0,4.29411765,0.8823529411764706,0.36868687,0.08585859,0.28282828,0.17222222,0.9411764705882352,0.25490196,0.73809524,3.2357094091527605,-0.9415917620939372
Tyghe Healy,MRMK,,Tyghe Healy,sa3033486,,2023,4,4,6.027907190647824,15,12,2,0,0,71.2,334,91,60,48,7,29,9,6,0,46,5.776744391037498,3.641860594349727,1.5862069,0.879069798636141,0.13772455,0.08682635,0.0508982,0.30743243,1.67441866406884,0.34567901,0.57885906,6.345862264916859,-0.3179550742690349
Zach Heaton,DBU,,Zach Heaton,sa3033494,,2023,5,1,3.3749998762057425,16,16,0,0,0,69.1,289,60,31,26,3,24,3,4,0,58,7.528845877689733,3.115384501112993,2.41666667,0.3894230626391241,0.20069204,0.08304498,0.11764706,0.22900763,1.2115384170994972,0.28358209,0.6763285,3.980079619418941,-0.605079743213198
Mitchell Heer,USA,,Mitchell Heer,sa3033518,,2023,3,2,4.764706015999345,11,10,1,0,0,45.1,202,48,26,24,7,14,5,1,0,37,7.345588441332325,2.779411842666285,2.64285714,1.3897059213331424,0.18316832,0.06930693,0.11386139,0.26229508,1.3676470971849974,0.29496403,0.71678322,5.816851487786714,-1.0521454717873686
Casey Hegan,MRMK,21.0,Casey Hegan,sa3033526,,2023,2,5,9.338346132503483,15,5,0,0,1,44.1,220,69,50,46,10,14,4,2,0,31,6.29323326320887,2.8421053446749736,2.21428571,2.0300752461964096,0.14090909,0.06363636,0.07727273,0.34158416,1.8721805048255775,0.36645963,0.50684932,7.520997801096056,1.8173483314074288
Dylan Heine,RID,22.0,Dylan Heine,sa3033537,,2023,4,4,5.373786606789991,15,14,0,0,0,68.2,317,100,47,41,7,19,4,2,0,48,6.291262368924867,2.4902913543660934,2.52631579,0.9174757621348764,0.15141956,0.05993691,0.09148265,0.34013605,1.733009772921433,0.38912134,0.67137809,5.9119699378907615,-0.5381833311007709
Drew Helmstetter,MONM,,Drew Helmstetter,sa3033572,,2023,1,5,7.941176693332243,14,10,0,0,0,45.1,217,67,44,40,7,13,4,4,0,32,6.352941354665794,2.580882425332979,2.46153846,1.3897059213331424,0.14746544,0.05990783,0.0875576,0.335,1.7647059318516094,0.37267081,0.53908356,5.854027061478903,2.0871496318533396
Blake Helton,BAY,,Blake Helton,sa3033575,,2023,1,6,8.345454545454546,14,11,0,0,0,55.0,279,88,57,51,7,23,8,2,0,51,8.345454545454546,3.763636363636364,2.2173913,1.1454545454545455,0.1827957,0.08243728,0.10035842,0.35483871,2.018181818181818,0.42631579,0.56776557,5.363416853818027,2.9820376916365188
Luke Helton,MORE,,Luke Helton,sa3033576,,2023,7,2,5.098712613305108,15,14,1,0,0,77.2,354,85,51,44,11,30,8,9,0,67,7.763948752078233,3.476394963617119,2.23333333,1.274678153326277,0.18926554,0.08474576,0.10451977,0.26898734,1.480686743762847,0.31092437,0.66914498,5.660638441935234,-0.5619258286301259
Blake Hely,ND,,Blake Hely,sa3033579,,2023,3,3,5.22972972972973,17,15,0,0,0,74.0,329,70,44,43,14,31,14,5,0,74,9.0,3.77027027027027,2.38709677,1.7027027027027026,0.22492401,0.09422492,0.13069909,0.24647887,1.364864864864865,0.28571429,0.7442348,5.904426159729828,-0.6746964300000986
Jaden Henline,PSU,,Jaden Henline,sa3033607,,2023,5,3,4.695652271263543,15,9,0,0,1,61.1,278,78,39,32,3,17,5,3,0,35,5.1358696716945,2.494565269108757,2.05882353,0.4402174004309571,0.12589928,0.06115108,0.0647482,0.3046875,1.5489130755904048,0.3440367,0.63674322,4.478792558973814,0.2168597122897289
Cade Henry,HOF,,Cade Henry,sa3033625,,2023,1,6,7.381295166600046,12,10,0,0,0,46.1,228,63,42,38,6,27,6,6,0,29,5.63309367977372,5.24460446047898,1.07407407,1.1654676578842178,0.12719298,0.11842105,0.00877193,0.32307692,1.9424460964736965,0.35625,0.61643836,6.701784172149916,0.6795109944501307
Justin Henschel,FGCU,19.0,Justin Henschel,sa3033637,832044.0,2023,6,2,5.756345400596092,15,12,0,0,0,65.2,311,83,51,42,8,30,3,6,0,56,7.675127200794789,4.111675286140065,1.86666667,1.096446742970684,0.18006431,0.09646302,0.08360129,0.29856115,1.720812249384546,0.35046729,0.62022901,5.657305276872155,0.0990401237239373
Christian Herberholz,AUB,,Christian Herberholz,sa3033658,,2023,1,3,4.183098703924332,17,8,0,0,0,47.1,209,51,26,22,5,22,2,4,0,41,7.795774857313528,4.183098703924332,1.86363636,0.9507042508918936,0.19617225,0.10526316,0.09090909,0.27567568,1.542253562557961,0.33093525,0.72058824,4.80728531587552,-0.6241866119511874
Carston Herman,UTU,,Carston Herman,sa3033664,,2023,2,8,9.346153846153848,18,9,0,0,2,52.0,256,73,61,54,6,24,4,2,0,49,8.48076923076923,4.153846153846154,2.04166667,1.0384615384615383,0.19140625,0.09375,0.09765625,0.32017544,1.8653846153846152,0.38728324,0.43196544,5.774430539057805,3.5717233070960415
Marcos Herrand,COPP,21.0,Marcos Herrand,sa3033698,,2023,8,5,5.192307844669866,14,14,1,1,0,86.2,400,103,56,50,7,36,8,14,0,74,7.684615610111401,3.7384616481623034,2.05555556,0.7269230982537812,0.185,0.09,0.095,0.28932584,1.6038462009091363,0.34909091,0.66326531,5.634502663697012,-0.4421948190271463
Grant Herron,MORE,,Grant Herron,sa3033717,,2023,5,1,4.592783685774014,15,14,0,0,0,64.2,321,62,42,33,4,57,12,22,0,74,10.298969477190214,7.93299000270057,1.29824561,0.5567010528210926,0.2305296,0.17757009,0.0529595,0.24603175,1.8402062579363896,0.33333333,0.70972887,5.793442315819137,-1.2006586300451223
Hunter Hesseltine,LAM,,Hunter Hesseltine,sa3033732,,2023,4,2,3.975460215737283,15,10,1,0,0,54.1,235,49,25,24,3,25,2,3,1,46,7.619632080163127,4.141104391393004,1.84,0.4969325269671604,0.19574468,0.10638298,0.0893617,0.23557692,1.3619632220581437,0.28930818,0.71030641,4.280458609231995,-0.3049983934947113
Will Hesslink,MAN,,Will Hesslink,sa3033734,,2023,2,10,7.223684210526316,15,15,2,1,0,76.0,369,83,73,61,9,45,9,9,0,94,11.13157894736842,5.328947368421052,2.08888889,1.0657894736842106,0.25474255,0.12195122,0.13279133,0.26349206,1.6842105263157894,0.3490566,0.51446945,6.177299489473042,1.0463847210532735
Logan Hewitt,SHSU,,Logan Hewitt,sa3033746,,2023,4,1,6.0,20,6,0,0,1,57.0,257,71,45,38,6,15,5,6,0,47,7.421052631578948,2.3684210526315788,3.13333333,0.9473684210526316,0.18287938,0.05836576,0.12451362,0.29957806,1.5087719298245614,0.35326087,0.55690073,5.315591132849978,0.6844088671500224
Jayson Hibbard,ILST,23.0,Jayson Hibbard,sa3033758,,2023,0,3,6.049180327868853,16,10,0,0,0,61.0,270,69,48,41,10,19,5,4,0,30,4.426229508196721,2.80327868852459,1.57894737,1.475409836065574,0.11111111,0.07037037,0.04074074,0.2804878,1.4426229508196722,0.28640777,0.56962025,6.267338380657259,-0.2181580527884064
Landon Higgerson,RAD,,Landon Higgerson,sa3033781,,2023,1,4,7.524590163934426,36,2,0,0,1,61.0,300,61,63,51,9,38,11,9,0,48,7.081967213114754,5.60655737704918,1.26315789,1.3278688524590163,0.16,0.12666667,0.03333333,0.24302789,1.6229508196721312,0.26804124,0.4825462,7.180593149779273,0.3439970141551525
Nolan Higgins,MSU,18.0,Nolan Higgins,sa3033791,,2023,4,2,6.557142678474898,16,7,0,0,0,46.2,211,44,38,34,8,26,7,7,0,41,7.907142641690318,5.014285577657275,1.57692308,1.542857100817623,0.1943128,0.12322275,0.07109005,0.24719101,1.499999959128245,0.27906977,0.59270517,6.500997445437374,0.0561452330375242
Sam Highfill,NCSU,22.0,Sam Highfill,sa3033799,,2023,6,4,4.833333333333333,22,6,0,0,1,54.0,244,57,38,29,10,22,4,5,0,48,8.0,3.6666666666666665,2.18181818,1.6666666666666667,0.19672131,0.09016393,0.10655738,0.26146789,1.462962962962963,0.29375,0.65217391,5.694716450020119,-0.8613831166867856
Kaleb Hill,CHSO,23.0,Kaleb Hill,sa3033824,,2023,3,4,5.399999867100873,18,9,0,0,1,51.2,240,58,35,31,2,30,4,2,0,56,9.754838469601577,5.225806323000844,1.86666667,0.3483870882000563,0.23333333,0.125,0.10833333,0.2815534,1.7032257645336086,0.37837838,0.63901345,4.7361722008569185,0.6638276662439546
Trevor Hinkel,CSUF,,Trevor Hinkel,sa3033861,,2023,1,5,8.333333333333334,18,7,0,0,2,54.0,266,71,53,50,8,28,7,10,0,49,8.166666666666666,4.666666666666667,1.75,1.3333333333333333,0.18421053,0.10526316,0.07894737,0.30735931,1.8333333333333333,0.36206897,0.55907173,6.18644659254286,2.1468867407904737
Jamie Hitt,OU,20.0,Jamie Hitt,sa3033882,699546.0,2023,6,2,4.885714285714286,17,12,0,0,0,70.0,302,70,42,38,9,23,6,3,1,41,5.271428571428571,2.9571428571428573,1.7826087,1.1571428571428573,0.13576159,0.07615894,0.05960265,0.25641026,1.3285714285714283,0.2735426,0.65972222,5.615364905766079,-0.7296506200517925
Kian Hogan,SEA,,Kian Hogan,sa3033929,,2023,0,7,10.968749673105783,20,8,0,0,1,42.2,251,50,56,52,7,43,17,12,0,52,10.968749673105783,9.070312229683632,1.20930233,1.4765624559950097,0.20717131,0.17131474,0.03585657,0.2617801,2.179687435040252,0.32575758,0.53892216,8.457723691640425,2.5110259814653606
Peter Holden,UNF,,Peter Holden,sa3033963,,2023,4,5,4.448275862068965,14,14,0,0,0,87.0,382,80,50,43,9,35,11,1,0,84,8.689655172413794,3.6206896551724137,2.4,0.9310344827586208,0.21989529,0.09162304,0.12827225,0.23809524,1.3218390804597702,0.29218107,0.670194,5.271518421173096,-0.8232425591041306
Richie Holetz,MINN,,Richie Holetz,sa3033968,,2023,2,5,5.142857142857143,14,11,0,0,1,70.0,311,71,48,40,8,22,11,9,1,56,7.2,2.8285714285714287,2.54545455,1.0285714285714285,0.18006431,0.07073955,0.10932476,0.25539568,1.3285714285714283,0.29439252,0.60344828,5.2081403732299805,-0.0652832303728372
Luke Holman,ALA,20.0,Luke Holman,sa3034003,695705.0,2023,7,4,3.6666666666666665,16,15,0,0,0,81.0,332,54,37,33,14,31,9,9,0,87,9.666666666666666,3.4444444444444446,2.80645161,1.5555555555555556,0.26204819,0.09337349,0.1686747,0.18493151,1.0493827160493827,0.20942408,0.76612903,5.2255603672545625,-1.558893700587896
Jackson Holmes,SLU,,Jackson Holmes,sa3034010,,2023,3,2,5.301369863013699,16,14,0,0,0,73.0,331,77,54,43,7,25,15,8,0,37,4.561643835616438,3.0821917808219177,1.48,0.863013698630137,0.11178248,0.0755287,0.03625378,0.26460481,1.3972602739726028,0.28340081,0.58768657,6.618249136781039,-1.3168792737673405
Will Holmes,CIT,,Will Holmes,sa3034015,,2023,2,5,3.5625,20,5,0,0,1,48.0,232,44,24,19,0,40,4,7,0,53,9.9375,7.5,1.325,0.0,0.22844828,0.17241379,0.05603448,0.23404255,1.75,0.32592593,0.72727273,4.736668459574382,-1.174168459574382
Justin Honeycutt,UNCA,21.0,Justin Honeycutt,sa3034051,,2023,4,2,4.670270173969368,17,6,0,0,1,61.2,265,56,36,32,8,26,4,8,0,33,4.8162161169059114,3.794594516350112,1.26923077,1.167567543492342,0.1245283,0.09811321,0.02641509,0.23829787,1.3297297023107228,0.24742268,0.6684492,6.502170421998811,-1.8319002480294424
Chase Hopewell,CIN,22.0,Chase Hopewell,sa3034071,,2023,2,6,5.785714060502576,15,15,0,0,0,65.1,292,74,42,42,9,27,5,6,0,52,7.163265027288903,3.719387610323084,1.92592593,1.2397958701076948,0.17808219,0.09246575,0.08561644,0.28461538,1.5459183071713232,0.32663317,0.68522484,5.850244132124948,-0.0645300716223724
Darin Horn,CCU,20.0,Darin Horn,sa3034091,,2023,3,2,5.595854701072626,28,1,0,0,1,64.1,295,66,47,40,10,29,9,9,0,85,11.89119123977933,4.056994658277653,2.93103448,1.3989636752681565,0.28813559,0.09830508,0.18983051,0.25680934,1.4766838794497206,0.34567901,0.63333333,5.334757522711126,0.2610971783615001
Garrett Horn,LIB,20.0,Garrett Horn,sa3034093,701718.0,2023,5,5,4.090909090909091,15,15,0,0,0,66.0,304,52,36,30,11,47,7,6,0,87,11.863636363636363,6.409090909090909,1.85106383,1.5,0.28618421,0.15460526,0.13157895,0.208,1.5,0.26973684,0.77262693,6.256366906021581,-2.1654578151124904
