Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Ty DeLancey","APSU",,55,188,230,56,36,13,0,7,41,47,25,38,12,4,1,4,3,0,0.29787234,"Ty DeLancey","sa3030062",
"CJ Funk","PITT",20,46,141,189,42,25,9,3,5,35,24,41,51,7,0,0,2,2,2,0.29787234,"CJ Funk","sa3031781",
"Troy Hamilton","UPST",,53,188,212,56,35,14,3,4,32,25,12,32,3,5,4,1,7,4,0.29787234,"Troy Hamilton","sa3033089",
"Carter Macias","ARMY",,53,188,232,56,50,5,0,1,52,19,31,28,6,1,6,2,21,4,0.29787234,"Carter Macias","sa3036795",
"Cam Dean","COFC",22,56,178,214,53,39,12,1,1,37,28,19,33,10,4,3,5,2,3,0.297752808,"Cam Dean","sa3029966",
"Nick Forney","IONA",,43,178,190,53,41,8,4,0,24,18,8,37,2,1,1,1,8,2,0.297752808,"Nick Forney","sa3031554",
"Nate Lyons","LR",,51,178,211,53,46,7,0,0,26,20,22,33,7,3,1,1,3,5,0.297752808,"Nate Lyons","sa3036756",
"Ben McCabe","UCF",22,58,215,249,64,39,11,0,14,41,54,19,53,7,3,5,2,12,4,0.297674418,"Ben McCabe","sa3022601",701100
"Brenton Phillips","OAK",,57,215,240,64,45,11,2,6,32,32,21,54,2,1,1,2,10,3,0.297674418,"Brenton Phillips","sa3039861",
"Jordan Beck","TENN",21,66,252,297,75,39,15,3,18,70,61,37,62,4,4,0,7,6,4,0.297619047,"Jordan Beck","31431",687597
"Ty Washington","MVSU",,23,84,95,25,22,2,1,0,15,18,6,19,3,2,0,0,2,0,0.297619047,"Ty Washington","sa3044831",
"Harrison Treble","MAN",,50,195,233,58,43,14,0,1,41,30,21,20,11,1,5,7,7,4,0.297435897,"Harrison Treble","sa3044027",
"Brooks Carlson","AUB",,53,185,211,55,38,11,0,6,36,31,23,49,2,1,0,5,0,1,0.297297297,"Brooks Carlson","sa3028444",
"Tommy DAlise","NU",,30,74,78,22,8,5,1,8,15,27,3,22,1,0,0,0,0,0,0.297297297,"Tommy DAlise","sa3029787",
"Ryan Howe","UMES",,53,185,207,55,41,9,0,5,31,40,15,34,2,4,1,4,2,3,0.297297297,"Ryan Howe","sa3034177",
"Raul Ortega","RGV",22,15,37,40,11,7,2,0,2,4,9,2,11,1,0,0,1,0,0,0.297297297,"Raul Ortega","sa3039212",
"Sean Scanlon","HC",19,48,148,177,44,32,10,0,2,17,19,20,34,7,2,0,2,3,1,0.297297297,"Sean Scanlon","sa3041642",
"Josh Steidl","JAX",19,16,37,41,11,8,2,0,1,6,6,4,13,0,0,0,1,1,0,0.297297297,"Josh Steidl","sa3043012",
"Trey Yunger","WOF",21,56,148,179,44,36,4,4,0,37,19,21,32,6,1,3,4,17,8,0.297297297,"Trey Yunger","sa3045770",
"Tre Richardson","BAY",20,54,212,253,63,43,15,1,4,61,35,32,51,5,2,2,1,9,2,0.297169811,"Tre Richardson","sa3022428",693832
"John Daly","ALB",,45,175,205,52,30,14,3,5,40,32,22,46,5,2,1,1,10,2,0.297142857,"John Daly","sa3029799",
"Austin Mowrey","COLU",22,41,138,156,41,33,5,1,2,25,15,11,19,5,0,2,2,7,2,0.297101449,"Austin Mowrey","sa3038485",
"Ian Diaz","UMBC",,55,202,261,60,42,11,3,4,44,33,48,25,6,5,0,4,7,3,0.297029702,"Ian Diaz","sa3030262",
"Jack Lombardi","OMA",,54,202,222,60,43,13,2,2,22,30,14,55,0,2,4,1,8,2,0.297029702,"Jack Lombardi","sa3036473",
"Alex Martinez","PV",,53,202,232,60,44,12,0,4,40,28,16,40,8,4,2,0,2,0,0.297029702,"Alex Martinez","sa3037127",
"Trey Leonard","TROY",,50,165,182,49,34,6,1,8,31,24,10,32,1,1,5,3,4,5,0.296969696,"Trey Leonard","sa3036234",
"Aaron Chapman","MILW",,50,192,216,57,41,11,1,4,32,35,15,33,5,3,1,2,14,0,0.296875,"Aaron Chapman","sa3028749",
"Andrew Ciufo","GTWN",,51,192,225,57,42,5,1,9,42,37,27,46,2,4,0,1,11,1,0.296875,"Andrew Ciufo","sa3028957",
"Ryan Thiesse","FOR",,31,64,75,19,15,3,0,1,16,12,9,14,1,0,1,1,9,1,0.296875,"Ryan Thiesse","sa3043671",
"Sam Loda","CCSU",,45,155,198,46,30,10,2,4,38,28,30,29,10,3,0,1,0,1,0.296774193,"Sam Loda","sa3036440",
"Jeff Mejia","ME",,40,155,189,46,39,5,1,1,25,22,25,25,5,0,4,1,2,3,0.296774193,"Jeff Mejia","sa3037805",
"Cesar Valero","SAC",,39,155,172,46,25,7,1,13,36,38,14,55,1,2,0,3,1,1,0.296774193,"Cesar Valero","sa3044300",
"Savier Pinales","GONZ",23,52,182,205,54,41,7,2,4,36,24,14,32,4,0,5,1,15,4,0.296703296,"Savier Pinales","sa3039934",
"Cole Posey","UNM",,34,91,109,27,16,5,2,4,20,14,12,31,5,1,0,4,3,1,0.296703296,"Cole Posey","sa3040112",
"Corey Young","TAR",,33,91,105,27,15,7,1,4,26,19,7,33,6,1,0,0,7,1,0.296703296,"Corey Young","sa3045732",
"Chase Anderson","UTAH",,54,209,253,62,38,13,4,7,42,40,36,51,4,2,2,5,4,3,0.296650717,"Chase Anderson","sa3026035",
"Gehrig Anglin","WRST",,56,209,259,62,31,15,0,16,50,49,33,68,14,1,2,0,11,2,0.296650717,"Gehrig Anglin","sa3026103",
"Nick Lucky","CCU",,60,209,268,62,45,9,0,8,48,47,40,48,9,5,5,5,6,4,0.296650717,"Nick Lucky","sa3036653",
"Trevor Austin","MIZ",20,42,145,184,43,29,8,0,6,35,22,19,32,13,3,4,3,3,1,0.296551724,"Trevor Austin","sa3026317",
"Clayton Loranger","SFA",,43,145,159,43,35,6,0,2,21,15,7,22,2,2,3,0,7,2,0.296551724,"Clayton Loranger","sa3036561",
"Dalton Reeves","PRES",,49,172,199,51,31,14,0,6,29,37,21,37,1,5,0,3,0,0,0.296511627,"Dalton Reeves","sa3040555",
"Maxwell Costes","MD",,62,226,291,67,36,15,0,16,57,52,39,42,22,3,1,6,0,0,0.296460176,"Maxwell Costes","sa3029439",
"Brennan Gick","NKU",,53,189,216,56,30,13,0,13,38,35,21,52,4,2,0,2,3,0,0.296296296,"Brennan Gick","sa3032193",
"Will Oberg","EMU",,19,54,63,16,12,3,0,1,10,7,4,15,3,2,0,1,0,1,0.296296296,"Will Oberg","sa3038990",
"Ashton Smith","BELL",,24,81,89,24,17,7,0,0,16,16,5,13,2,0,1,3,2,1,0.296296296,"Ashton Smith","sa3042477",
"Russell Stevenson","CBU",,56,189,229,56,36,9,0,11,37,50,22,40,10,5,3,3,1,3,0.296296296,"Russell Stevenson","sa3043085",
"Jake McCaw","ILST",,51,206,239,61,42,7,0,12,39,42,22,43,6,5,0,8,8,3,0.296116504,"Jake McCaw","sa3037465",
"Ben Williamson","W&M",21,45,179,210,53,37,11,1,4,41,16,23,14,7,0,1,2,9,5,0.296089385,"Ben Williamson","33197",810938
"Jacob Marcos","GWEB",,60,223,275,66,54,10,2,0,49,26,24,36,12,2,14,1,30,6,0.295964125,"Jacob Marcos","sa3037031",
"Mike Nyisztor","RUTG",23,52,169,196,50,32,13,4,1,40,28,11,28,8,1,7,1,5,2,0.295857988,"Mike Nyisztor","sa3038977",
"Jake Palmer","UCLA",,64,240,303,71,58,10,1,2,43,40,42,36,16,2,3,5,5,0,0.295833333,"Jake Palmer","sa3039380",
"Brandon Butterworth","WCU",19,32,71,83,21,15,6,0,0,13,9,8,13,1,0,3,4,9,0,0.295774647,"Brandon Butterworth","sa3025264",822578
"Timothy Martin","UAPB",,26,71,86,21,9,7,1,4,19,14,13,26,2,0,0,0,9,0,0.295774647,"Timothy Martin","sa3037210",
"Jacob Mulcahy","BELL",,53,213,236,63,48,8,0,7,29,31,16,50,4,3,0,5,3,0,0.295774647,"Jacob Mulcahy","sa3038526",
"Gray Betts","LIB",22,56,230,275,68,46,14,1,7,50,35,28,23,10,4,3,3,0,1,0.295652173,"Gray Betts","sa3027103",
"Evan Scavotto","PORT",,38,115,138,34,26,4,2,2,22,20,17,31,2,2,2,0,2,1,0.295652173,"Evan Scavotto","sa3041648",
"Griffin Doersching","OKST",23,42,159,194,47,18,13,1,15,29,58,29,51,3,3,0,1,1,0,0.295597484,"Griffin Doersching","sa3020003",701864
"Kyle Landers","UNM",,51,159,189,47,24,18,1,4,31,22,23,34,6,1,0,3,1,1,0.295597484,"Kyle Landers","sa3035901",
"Robby Taul","WIN",21,52,159,188,47,36,9,0,2,27,25,12,32,2,5,10,1,4,1,0.295597484,"Robby Taul","sa3043531",
"Cole Tucker","NIA",,54,203,237,60,44,14,0,2,23,26,23,49,9,1,1,5,3,3,0.295566502,"Cole Tucker","sa3044118",
"Vance Honeycutt","UNC",19,64,247,303,73,34,10,4,25,66,57,41,90,8,2,5,0,29,5,0.295546558,"Vance Honeycutt","sa3025526",701689
"Riley Hawthorne","MUR",,38,88,102,26,21,4,0,1,23,7,11,15,1,2,0,1,2,1,0.295454545,"Riley Hawthorne","sa3033442",
"Grant Magill","INST",,40,132,147,39,32,6,0,1,15,26,7,27,2,5,1,1,3,1,0.295454545,"Grant Magill","sa3036852",
"Santi Montiel","USA",,54,220,256,65,39,15,1,10,47,40,18,35,15,2,1,3,4,3,0.295454545,"Santi Montiel","sa3038266",
"Logan Streenstra","TENN",,36,44,54,13,6,4,0,3,11,15,5,18,5,0,0,0,1,0,0.295454545,"Logan Streenstra","sa3043218",
"Hunter Tabb","SOU",22,39,132,152,39,24,13,1,1,22,26,12,35,7,0,1,5,2,1,0.295454545,"Hunter Tabb","sa3043457",
"Austin Deming","BYU",22,54,193,222,57,37,14,1,5,33,28,15,40,10,3,1,6,0,0,0.295336787,"Austin Deming","sa3022813",801471
"Roc Riggio","OKST",20,54,210,259,62,37,14,0,11,54,47,34,58,9,1,5,4,2,3,0.295238095,"Roc Riggio","sa3022750",691792
"Ryan Cole","ND",22,56,210,257,62,42,10,1,9,47,33,23,42,23,0,1,1,22,1,0.295238095,"Ryan Cole","sa3029142",
"Chris Dengler","ODU",,31,105,115,31,19,8,0,4,22,25,7,19,2,0,1,1,5,2,0.295238095,"Chris Dengler","sa3030140",
"Jacob Walsh","ORE",19,58,227,251,67,43,18,0,6,35,38,23,64,1,0,0,9,5,1,0.295154185,"Jacob Walsh","sa3044728",701862
"Tyler Haas","BGSU",,24,61,74,18,10,6,1,1,11,10,7,24,2,2,2,2,0,0,0.295081967,"Tyler Haas","sa3032915",
"Peyton Stovall","ARK",19,52,200,226,59,45,8,0,6,40,31,19,39,6,0,1,1,1,0,0.295,"Peyton Stovall","sa3025512",696510
"Eamonn Lance","SCU",21,42,139,171,41,25,11,0,5,22,24,24,29,6,2,0,3,1,0,0.294964028,"Eamonn Lance","sa3035894",
"Nolan Funke","NMSU",22,48,156,183,46,30,8,1,7,26,22,21,46,5,1,0,2,2,5,0.294871794,"Nolan Funke","sa3031782",
"Colby Wallace","WASH",19,28,78,85,23,18,5,0,0,7,8,4,21,0,2,1,1,0,0,0.294871794,"Colby Wallace","sa3044698",
"Sam Cochrane","COFC",24,52,173,216,51,35,10,4,2,39,37,30,26,2,5,6,2,10,6,0.294797687,"Sam Cochrane","sa3029085",
"Nick Hussey","NJIT",,53,190,232,56,37,12,1,6,37,28,30,64,5,4,3,1,3,3,0.294736842,"Nick Hussey","sa3034361",
"Matt Zaffino","FAIR",23,48,190,211,56,30,15,1,10,35,55,15,51,3,3,0,5,5,3,0.294736842,"Matt Zaffino","sa3045783",
"Logan Doran","UMBC",,43,112,135,33,25,4,0,4,23,19,11,17,9,2,1,2,3,2,0.294642857,"Logan Doran","sa3030475",
"Trenton Quartermaine","BALL",22,59,224,267,66,38,14,0,14,45,67,33,27,6,4,0,1,0,0,0.294642857,"Trenton Quartermaine","sa3040316",
"James Williams","UCD",,35,112,137,33,22,8,1,2,13,16,22,22,0,2,1,3,0,1,0.294642857,"James Williams","sa3045301",
"Tyler Bischke","UNO",,45,163,187,48,36,10,1,1,35,13,19,36,1,1,3,4,7,0,0.294478527,"Tyler Bischke","sa3027174",
"Jared Toler","ARST",,47,180,210,53,33,10,0,10,36,37,21,48,5,3,1,4,0,0,0.294444444,"Jared Toler","sa3043895",
"Socrates Bardatsos","RID",21,54,197,251,58,42,10,0,6,37,41,44,29,6,3,1,1,6,1,0.294416243,"Socrates Bardatsos","sa3026549",
"Luke Heefner","DBU",,58,197,229,58,39,11,1,7,30,29,23,57,4,4,1,4,12,3,0.294416243,"Luke Heefner","sa3033516",
"Donovan Whibbs","TROY",,56,197,224,58,40,11,5,2,30,31,22,33,2,2,1,1,7,3,0.294416243,"Donovan Whibbs","sa3045088",
"David Glancy","SJU",21,55,214,252,63,41,10,1,11,44,43,31,45,4,3,0,2,3,0,0.294392523,"David Glancy","sa3032293",
"Brock Watkins","BYU",22,54,214,239,63,44,8,3,8,39,33,17,43,4,1,3,4,4,0,0.294392523,"Brock Watkins","sa3044845",
"Duce Gourson","UCLA",19,64,231,296,68,40,23,1,4,48,44,43,62,19,3,0,4,7,1,0.294372294,"Duce Gourson","sa3025248",701546
"Blake Adams","KSU",21,25,17,19,5,4,1,0,0,0,0,2,6,0,0,0,1,0,0,0.294117647,"Blake Adams","sa3020174",687060
"Austin Bode","LOU",19,16,17,22,5,3,2,0,0,5,5,3,3,1,1,0,0,0,0,0.294117647,"Austin Bode","sa3027302",
"Gavin Casas","VAN",,22,51,63,15,11,3,0,1,7,14,7,19,2,3,0,1,0,0,0.294117647,"Gavin Casas","sa3028563",
"Justin Colon","MIZ",19,20,34,40,10,4,3,1,2,11,6,5,6,0,0,1,0,1,0,0.294117647,"Justin Colon","sa3029211",
"Matt Garbowski","CONN",19,20,51,57,15,11,3,0,1,8,12,5,11,1,0,0,3,0,0,0.294117647,"Matt Garbowski","sa3031910",
"Henry George","SDST",,45,170,198,50,34,10,2,4,39,17,26,26,2,0,0,0,13,1,0.294117647,"Henry George","sa3032122",
"JD Jones","MIA",19,19,17,20,5,5,0,0,0,6,1,3,4,0,0,0,0,0,0,0.294117647,"JD Jones","sa3034884",
"Devin Kellogg","HART",,31,85,93,25,19,3,0,3,15,10,6,16,0,2,0,0,2,2,0.294117647,"Devin Kellogg","sa3035196",
"Keylon Mack","GRAM",21,46,136,171,40,23,8,0,9,23,35,30,45,5,0,0,1,0,0,0.294117647,"Keylon Mack","sa3036805",
"Dom Magliocca","M-OH",,16,34,44,10,7,2,0,1,7,4,6,16,4,0,0,0,2,0,0.294117647,"Dom Magliocca","sa3036855",
"Trevor Marsh","UNCW",,23,68,76,20,11,7,1,1,4,11,7,21,1,0,0,0,0,0,0.294117647,"Trevor Marsh","sa3037120",
"Alex McCoy","UMES",20,27,68,80,20,18,0,1,1,23,5,11,21,0,1,0,1,13,3,0.294117647,"Alex McCoy","sa3037503",
"Dustin Mercer","MUR",20,12,34,42,10,9,1,0,0,4,3,6,5,0,1,1,2,0,0,0.294117647,"Dustin Mercer","sa3037883",
"John Odom","NKU",,33,102,118,30,20,7,0,3,19,20,9,35,1,0,6,0,2,1,0.294117647,"John Odom","sa3039045",
"John Quinlan","COR",19,12,17,17,5,4,1,0,0,2,0,0,7,0,0,0,0,0,0,0.294117647,"John Quinlan","sa3040340",
"Jacob Shanks","UCR",23,34,119,134,35,25,9,0,1,10,18,8,23,6,1,0,2,3,3,0.294117647,"Jacob Shanks","sa3042058",
"Cole Smith","SLU",,48,153,177,45,34,8,2,1,22,26,12,21,7,3,2,1,2,2,0.294117647,"Cole Smith","sa3042518",
"Bryce Suters","JMU",19,19,17,20,5,4,1,0,0,5,2,3,11,0,0,0,0,1,1,0.294117647,"Bryce Suters","sa3043343",
"PJ Villareal","SFA",,43,119,134,35,27,4,2,2,18,20,9,29,4,1,1,2,5,2,0.294117647,"PJ Villareal","sa3044504",
"Jeffrey Wehler","PITT",,53,221,255,65,41,17,3,4,48,37,28,39,3,0,3,4,10,2,0.294117647,"Jeffrey Wehler","sa3044944",
"Jack Zyska","ND",,45,153,176,45,20,12,0,13,34,38,19,44,3,1,0,2,7,1,0.294117647,"Jack Zyska","sa3045897",
"Braden Montgomery","STAN",19,62,245,274,72,36,16,2,18,50,57,18,73,9,2,0,2,6,2,0.293877551,"Braden Montgomery","sa3038253",695731
"Ryan Targac","TA&M",,62,211,265,62,36,9,2,15,46,58,42,81,10,2,0,3,12,4,0.293838862,"Ryan Targac","sa3043511",
"Matt Brown-Eiring","STBK",20,50,194,220,57,29,16,2,10,37,50,21,43,3,2,0,3,4,0,0.293814432,"Matt Brown-Eiring","sa3027858",
"Mason Lundgrin","LIP",,58,194,253,57,41,12,1,3,43,41,41,45,9,5,4,3,4,2,0.293814432,"Mason Lundgrin","sa3036699",
"Josh Madole","CLT",,51,194,244,57,41,6,2,8,49,61,35,35,10,5,0,4,2,2,0.293814432,"Josh Madole","sa3036837",
"Justin Simpson","CMU",22,60,194,256,57,45,11,0,1,47,28,54,51,6,2,0,2,15,2,0.293814432,"Justin Simpson","sa3042341",
"Logan Williams","NDSU",,43,160,189,47,29,6,0,12,29,41,26,51,1,2,0,2,8,2,0.29375,"Logan Williams","sa3045328",
"Ethan Long","ASU",21,42,143,167,42,24,10,1,7,23,28,18,38,3,3,0,2,5,0,0.293706293,"Ethan Long","sa3022961",690994
"Landon Choboy","COFC",21,37,109,124,32,22,6,0,4,18,23,12,19,0,2,1,3,2,2,0.293577981,"Landon Choboy","sa3028862",
"Jack Frank","MSU",,53,201,231,59,32,16,2,9,38,34,25,59,2,1,2,1,10,2,0.293532338,"Jack Frank","sa3031648",
"AJ Miller","CSUB",22,52,201,229,59,31,16,0,12,35,38,22,65,4,2,0,0,1,2,0.293532338,"AJ Miller","sa3038029",
"Adam Retzbach","LEH",21,50,184,224,54,29,12,2,11,39,46,25,36,10,5,0,1,5,2,0.29347826,"Adam Retzbach","sa3019946",806273
"Kevin Bruggeman","HOF",20,47,184,203,54,38,7,2,7,32,33,15,31,4,0,0,3,2,0,0.29347826,"Kevin Bruggeman","sa3027896",
"Cole Garrett","VMI",,53,184,216,54,32,12,2,8,27,33,24,41,4,4,0,2,0,0,0.29347826,"Cole Garrett","sa3031995",
"Mason Grotto","FRES",23,42,92,106,27,24,3,0,0,11,19,11,4,1,0,2,7,0,0,0.29347826,"Mason Grotto","sa3032781",
"Miguel Rivera","DSU",,45,167,203,49,35,9,3,2,41,29,20,34,12,2,2,3,11,1,0.293413173,"Miguel Rivera","sa3040837",
"Edwin Martinez-Pagani","NMSU",21,47,150,170,44,24,13,2,5,31,32,14,38,5,1,0,0,3,1,0.293333333,"Edwin Martinez-Pagani","sa3037154",
"Alec Paz","NICH",,50,150,193,44,28,7,0,9,23,31,25,29,15,3,0,2,1,0,0.293333333,"Alec Paz","sa3039589",
"Hance Smith","CAL",23,56,225,257,66,37,18,1,10,49,36,20,60,8,4,0,1,3,3,0.293333333,"Hance Smith","sa3042562",
"Brady Huebbe","EMU",,55,208,234,61,31,16,3,11,37,45,10,43,11,4,1,1,11,4,0.29326923,"Brady Huebbe","sa3034235",
"Ashton King","ETSU",,48,208,236,61,30,22,2,7,44,36,19,37,4,4,1,5,2,1,0.29326923,"Ashton King","sa3035386",
"Bryson Parks","WCU",23,58,208,258,61,34,22,2,3,42,26,31,54,15,2,2,1,16,7,0.29326923,"Bryson Parks","sa3039475",
"Jaden Collura","NICH",,43,133,157,39,37,0,1,1,20,20,19,19,2,2,1,3,1,2,0.293233082,"Jaden Collura","sa3029198",
"Freddy Rojas Jr.","RGV",23,56,191,237,56,34,10,1,11,42,44,34,54,6,4,2,5,1,4,0.293193717,"Freddy Rojas Jr.","sa3041073",
"Gavin Rork","SEA",,50,191,243,56,43,8,3,2,44,17,44,33,4,1,3,1,19,5,0.293193717,"Gavin Rork","sa3041135",
"Simon Scherry","EVAN",20,56,249,267,73,51,16,0,6,41,48,15,33,1,2,0,1,6,1,0.29317269,"Simon Scherry","sa3041699",
"Dakota Duffalo","UTAH",20,36,116,135,34,23,7,1,3,19,12,6,31,5,1,7,5,3,2,0.293103448,"Dakota Duffalo","sa3030615",
"Andrew Semo","FOR",22,46,157,183,46,36,8,0,2,31,20,16,24,7,1,2,1,5,2,0.29299363,"Andrew Semo","sa3041980",
"Irvin Weems","SDSU",19,46,157,188,46,32,8,1,5,28,22,18,25,8,1,4,0,17,4,0.29299363,"Irvin Weems","sa3044940",
"Cash Young","KENN",,64,256,295,75,43,15,0,17,56,60,31,56,3,3,2,9,5,1,0.29296875,"Cash Young","sa3045731",
"Tyler Hollow","UTU",,55,198,241,58,46,7,1,4,28,30,24,39,4,6,9,4,4,1,0.292929292,"Tyler Hollow","sa3033998",
"Drew Bowser","STAN",20,62,239,263,70,40,11,1,18,50,50,20,77,2,2,0,1,0,0,0.292887029,"Drew Bowser","sa3022594",690958
"Rodney Green Jr.","CAL",19,44,140,165,41,22,10,3,6,37,21,21,51,3,1,0,0,1,0,0.292857142,"Rodney Green Jr.","sa3025384",701587
"Reese Durand","LAM",,50,181,224,53,38,10,2,3,36,22,30,44,5,3,5,6,3,0,0.292817679,"Reese Durand","sa3030688",
"Jason Brown","UMES",20,23,41,46,12,10,0,1,1,11,5,2,19,2,0,1,0,5,2,0.292682926,"Jason Brown","sa3027840",
"Hunter DAmato","FDU",20,50,205,231,60,40,14,2,4,38,40,17,34,7,1,1,4,16,5,0.292682926,"Hunter DAmato","sa3029801",
"Alex Evenson","PFW",,46,164,190,48,41,7,0,0,24,15,20,28,2,1,3,4,4,5,0.292682926,"Alex Evenson","sa3031085",
"Nathan Lincoln","MRST",19,35,82,103,24,19,4,1,0,25,7,13,20,3,0,5,2,3,0,0.292682926,"Nathan Lincoln","sa3036347",
"Trey Lipsey","OSU",19,50,164,225,48,33,6,2,7,37,26,34,22,18,1,8,4,14,3,0.292682926,"Trey Lipsey","sa3036378",
"Luke Myers","UMES",,22,41,49,12,11,1,0,0,8,3,6,8,0,0,2,0,1,0,0.292682926,"Luke Myers","sa3038642",
"Khalil Smith","ALCN",,39,123,144,36,22,7,1,6,31,22,16,33,4,1,0,0,10,1,0.292682926,"Khalil Smith","sa3042588",
"Kyle DeBarge","UL",18,60,229,266,67,50,13,1,3,42,30,21,28,3,5,8,5,16,3,0.292576419,"Kyle DeBarge","sa3025260",814414
"Justin Miknis","KENT",21,50,188,221,55,34,13,0,8,34,35,26,47,5,2,0,1,3,0,0.292553191,"Justin Miknis","sa3022884",687242
"Eddie Saldivar","LBSU",19,52,188,215,55,43,9,2,1,27,25,16,39,9,0,2,1,8,6,0.292553191,"Eddie Saldivar","sa3041436",
"Dallas Duarte","HAW",22,40,147,175,43,31,10,0,2,30,26,9,16,12,1,6,4,7,6,0.292517006,"Dallas Duarte","sa3030587",
"Cameron Nickens","HOU",18,51,147,179,43,31,8,0,4,29,26,25,36,6,1,0,5,3,1,0.292517006,"Cameron Nickens","sa3038853",800728
"Graham Pauley","DUKE",21,54,212,252,62,37,16,0,9,43,33,32,28,7,0,1,4,5,1,0.29245283,"Graham Pauley","31363",688363
"Coleman Brigman","SCU",,51,212,240,62,37,16,4,5,38,34,16,44,8,2,2,3,11,3,0.29245283,"Coleman Brigman","sa3027694",
"Kai Moody","CSUN",22,53,212,244,62,41,13,3,5,46,33,28,16,0,2,2,3,8,3,0.29245283,"Kai Moody","sa3038273",
"Teddy Hague","YALE",23,18,65,77,19,14,2,0,3,10,11,10,10,0,2,0,0,1,0,0.292307692,"Teddy Hague","sa3032968",
"Jared Johnson","BRWN",,22,65,81,19,12,2,1,4,11,11,12,21,2,1,1,0,2,3,0.292307692,"Jared Johnson","sa3034763",
"Ian Ostberg","QUIN",,33,130,150,38,22,10,0,6,16,35,11,31,3,5,1,0,4,4,0.292307692,"Ian Ostberg","sa3039249",
"Garen Caulfield","ARIZ",21,62,219,252,64,46,12,3,3,35,37,22,41,3,5,3,4,1,2,0.292237442,"Garen Caulfield","sa3028659",
"Kyle Novak","JMU",22,53,219,255,64,44,14,1,5,38,49,24,19,6,5,1,8,6,0,0.292237442,"Kyle Novak","sa3038944",
"Kolton Freeman","DART",21,42,154,186,45,26,8,3,8,36,33,25,21,6,1,0,3,5,1,0.292207792,"Kolton Freeman","sa3031692",
"Dylan Hoy","MRST",21,46,154,204,45,31,12,1,1,41,32,38,27,7,3,2,2,4,1,0.292207792,"Dylan Hoy","sa3034193",
"Larson Fontenot","NWST",23,53,178,219,52,41,5,1,5,40,31,15,44,21,2,3,1,12,1,0.292134831,"Larson Fontenot","sa3031530",
"Cam Thompson","PUR",,50,178,231,52,23,15,1,13,47,56,19,30,27,7,0,4,1,1,0.292134831,"Cam Thompson","sa3043745",
"Kevin Sim","USD",20,57,226,269,66,39,13,2,12,52,57,35,39,3,5,0,7,8,3,0.292035398,"Kevin Sim","sa3022560",691726
"Diego Johnson","AMCC",,29,113,132,33,28,4,1,0,18,17,15,14,3,1,0,2,2,0,0.292035398,"Diego Johnson","sa3034735",
"Tanner Leonard","CARK",20,38,113,142,33,21,10,0,2,21,16,18,29,5,1,5,1,7,2,0.292035398,"Tanner Leonard","sa3036233",
"Jake Liberatore","HOF",,48,161,198,47,34,9,0,4,38,22,20,24,13,2,2,2,2,4,0.291925465,"Jake Liberatore","sa3036322",
"Dustin Allen","USD",20,57,185,231,54,41,8,3,2,40,37,33,32,10,1,2,2,15,12,0.291891891,"Dustin Allen","sa3025915",
"Kyle Schmack","VAL",,47,185,213,54,36,10,1,7,27,27,21,46,6,0,1,2,8,3,0.291891891,"Kyle Schmack","sa3041715",
"Cavan Tully","BING",,48,185,225,54,36,13,2,3,35,27,21,30,13,1,5,3,7,2,0.291891891,"Cavan Tully","sa3044136",
"Justin Van De Brake","WSU",,50,185,201,54,42,7,2,3,26,31,11,27,3,1,1,4,0,1,0.291891891,"Justin Van De Brake","sa3044339",
"Alex Mooney","DUKE",19,54,209,245,61,47,10,1,3,45,30,27,41,8,0,1,1,12,1,0.291866028,"Alex Mooney","sa3023070",695612
"Brandon Dieter","NMSU",22,52,209,246,61,41,13,2,5,38,30,27,34,4,5,1,1,2,0,0.291866028,"Brandon Dieter","sa3030303",
"Cole Johnson","KSU",17,55,209,232,61,39,14,1,7,29,32,18,35,3,1,1,7,6,3,0.291866028,"Cole Johnson","sa3034724",
"Cristopher DeGuzman","ALST",22,59,233,281,68,53,10,0,5,47,36,30,29,12,2,4,1,16,4,0.291845493,"Cristopher DeGuzman","sa3030032",
"Colin Tuft","UVA",19,37,96,117,28,24,1,2,1,30,15,13,18,7,1,0,4,3,0,0.291666666,"Colin Tuft","sa3025406",702239
"Jeremy Abreu","PV",,12,24,28,7,6,0,1,0,4,2,4,5,0,0,0,0,0,0,0.291666666,"Jeremy Abreu","sa3025716",
"Ty Acker","GW",19,47,144,162,42,31,9,0,2,25,17,14,29,4,0,0,2,2,0,0.291666666,"Ty Acker","sa3025730",
"Seth Beckstead","TULN",22,14,24,31,7,3,3,0,1,7,5,6,6,1,0,0,0,0,0,0.291666666,"Seth Beckstead","sa3026859",
"James Broderick","WAKE",21,21,24,28,7,5,2,0,0,7,6,4,6,0,0,0,0,0,0,0.291666666,"James Broderick","sa3027728",
"Cole Cabrera","HAW",23,52,192,241,56,42,10,0,4,40,34,32,40,10,5,2,2,14,3,0.291666666,"Cole Cabrera","sa3028222",
"Troy Claunch","TA&M",,63,240,280,70,52,15,0,3,46,49,25,51,8,5,2,6,4,1,0.291666666,"Troy Claunch","sa3029002",
"Jalen Jones","EKU",,54,192,217,56,43,10,1,2,33,22,22,59,1,1,1,1,12,3,0.291666666,"Jalen Jones","sa3034877",
