Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Straton Podaras","RAD",,46,162,208,49,37,8,2,2,33,27,31,37,9,3,3,4,5,1,0.302469135,"Straton Podaras","sa3040009",
"Andre Marrero","QUIN",,28,86,112,26,15,5,0,6,20,21,22,11,0,4,0,0,3,3,0.302325581,"Andre Marrero","sa3037094",
"Matthew Meyer","WKU",,53,182,217,55,36,13,2,4,33,35,27,34,6,2,0,2,1,4,0.302197802,"Matthew Meyer","sa3037947",
"Grant Harris","CAM",,41,96,133,29,17,4,4,4,28,24,26,31,7,4,0,1,8,3,0.302083333,"Grant Harris","sa3033275",
"Cole Conn","UIC",19,42,149,178,45,26,9,1,9,32,34,13,31,8,5,3,2,3,5,0.302013422,"Cole Conn","sa3029251",813833
"Justin Williams","PSU",21,42,159,178,48,31,12,0,5,28,23,16,44,1,1,1,4,1,2,0.301886792,"Justin Williams","sa3017076",681334
"Andrew Jenkins","GT",20,45,159,186,48,26,12,1,9,32,34,10,46,13,4,0,3,2,1,0.301886792,"Andrew Jenkins","sa3019979",687543
"Colby Halter","FLA",19,49,159,182,48,32,11,2,3,31,32,19,40,2,2,0,1,1,2,0.301886792,"Colby Halter","sa3022531",690985
"Golston Gillespie","TNTC",,46,159,199,48,25,9,1,13,38,37,37,59,2,0,1,2,6,1,0.301886792,"Golston Gillespie","sa3032232",
"Michael Kohn","QUIN",,18,53,59,16,13,2,0,1,8,6,4,12,1,1,0,2,0,0,0.301886792,"Michael Kohn","sa3035606",
"Joey Nicolai","UCR",20,48,159,180,48,37,9,0,2,16,28,10,42,9,2,0,2,1,1,0.301886792,"Joey Nicolai","sa3038861",
"Zach Dezenzo","OSU",21,42,169,191,51,29,11,2,9,35,31,18,47,4,0,0,3,0,1,0.301775147,"Zach Dezenzo","31562",701305
"Chris Brito","RUTG",21,44,169,203,51,33,8,0,10,33,43,23,49,6,4,1,3,1,1,0.301775147,"Chris Brito","sa3027707",
"Nate Fisbeck","MCN",,62,232,279,70,42,17,2,9,44,63,27,61,14,6,0,0,2,1,0.301724137,"Nate Fisbeck","sa3031364",
"Bob Seymour","WAKE",22,47,179,210,54,23,10,0,21,43,55,28,43,2,1,0,0,0,0,0.301675977,"Bob Seymour","30028",676044
"Chase Kemp","LAM",,48,179,210,54,32,8,0,14,34,46,21,20,8,2,0,0,2,0,0.301675977,"Chase Kemp","sa3035239",
"Ben Berger","SBU",,25,63,72,19,19,0,0,0,9,7,7,13,1,1,0,1,6,3,0.301587301,"Ben Berger","sa3027022",
"Reese Farmer","ETSU",,23,63,74,19,14,5,0,0,10,4,5,22,2,0,4,0,4,2,0.301587301,"Reese Farmer","sa3031160",
"Bradley Gneiting","RICE",23,53,189,214,57,39,10,0,8,29,37,21,42,1,3,0,4,5,2,0.301587301,"Bradley Gneiting","sa3032325",
"Shane Marshall","BING",,36,126,144,38,29,6,2,1,21,13,14,26,1,1,2,1,6,1,0.301587301,"Shane Marshall","sa3037117",
"Drew Bowser","STAN",19,52,199,219,60,37,16,0,7,30,41,18,38,1,1,0,6,1,2,0.301507537,"Drew Bowser","sa3022594",690958
"Justin Boyd","ORST",20,27,73,88,22,16,4,2,0,13,10,10,16,2,1,2,4,1,1,0.301369863,"Justin Boyd","sa3020123",687628
"Justin Kirby","KENT",,48,146,171,44,30,8,1,5,31,25,18,45,4,3,0,0,10,0,0.301369863,"Justin Kirby","sa3035435",
"Kyle Russell","WSU",19,20,73,74,22,14,5,2,1,11,14,1,18,0,0,0,3,1,0,0.301369863,"Kyle Russell","sa3041332",
"Jackson Grabsky","JAX",,43,156,177,47,41,6,0,0,20,20,7,25,5,4,5,4,2,1,0.301282051,"Jackson Grabsky","sa3032542",
"Tyler Bielamowicz","HOU",,48,166,196,50,37,6,1,6,27,24,23,25,4,2,1,4,6,2,0.301204819,"Tyler Bielamowicz","sa3027142",
"Clayton Mehlbauer","BELL",,45,166,196,50,36,8,0,6,32,26,23,49,5,1,1,4,5,3,0.301204819,"Clayton Mehlbauer","sa3037798",
"Nate Furman","CLT",19,36,93,120,28,18,7,2,1,26,24,22,15,0,1,4,2,1,2,0.301075268,"Nate Furman","sa3020763",801501
"Brooks Carlson","SAM",,50,186,220,56,36,13,1,6,38,37,30,38,4,0,0,0,2,0,0.301075268,"Brooks Carlson","sa3028444",
"T.J. Collett","UK",,52,196,232,59,32,10,1,16,39,48,24,41,10,2,0,3,1,0,0.301020408,"T.J. Collett","sa3029171",
"Jack Cone","W&M",,30,103,123,31,23,3,3,2,14,16,12,12,4,3,1,3,7,1,0.300970873,"Jack Cone","sa3029239",
"Chase Keng","UTSA",,34,103,128,31,18,3,3,7,20,31,17,22,2,4,2,0,1,0,0.300970873,"Chase Keng","sa3035256",
"Christopher Rowan Jr.","UTAH",,44,133,169,40,21,9,0,10,28,34,25,40,7,4,0,3,1,0,0.300751879,"Christopher Rowan Jr.","sa3041215",
"Luke Marbach","AMCC",,44,153,188,46,29,9,1,7,37,28,20,17,12,3,0,0,11,2,0.300653594,"Luke Marbach","sa3037016",
"Chris Esposito","OMA",,44,163,187,49,33,5,3,8,34,37,22,49,1,0,1,4,13,2,0.300613496,"Chris Esposito","sa3031027",
"Sam Leach","UNCO",,47,163,177,49,38,8,1,2,27,17,13,40,1,0,0,1,2,1,0.300613496,"Sam Leach","sa3036105",
"Colten Schild","SLU",,48,163,193,49,40,7,2,0,31,10,25,41,4,1,0,0,3,2,0.300613496,"Colten Schild","sa3041707",
"Sterlin Thompson","FLA",20,55,183,212,55,37,10,3,5,39,27,21,45,8,0,0,2,2,1,0.300546448,"Sterlin Thompson","sa3019999",694514
"Dustin Baber","NCAT",,52,183,211,55,46,4,2,3,34,32,24,22,0,3,1,3,8,5,0.300546448,"Dustin Baber","sa3026351",
"Jerry Huntzinger","HALL",22,48,183,215,55,44,10,1,0,35,24,25,37,2,2,3,2,24,4,0.300546448,"Jerry Huntzinger","sa3034335",
"Kelby Weyler","LAM",,47,183,204,55,41,12,0,2,28,27,12,12,3,3,3,9,8,1,0.300546448,"Kelby Weyler","sa3045064",
"Maxwell Romero Jr.","VAN",20,21,50,61,15,7,4,0,4,14,14,10,17,1,0,0,2,1,0,0.3,"Maxwell Romero Jr.","sa3020271",686912
"Nash Adams","JVST",,49,170,205,51,35,14,0,2,30,22,22,45,7,5,1,5,4,1,0.3,"Nash Adams","sa3025765",
"Dac Archer","RAD",,38,130,161,39,32,6,1,0,25,21,18,12,5,1,7,2,4,2,0.3,"Dac Archer","sa3026150",
"Andy Armstrong","ORST",,61,240,267,72,53,16,0,3,40,26,14,41,7,1,5,9,4,0,0.3,"Andy Armstrong","sa3026199",
"Tyrell Brewer","CHSO",,43,140,180,42,32,9,1,0,29,12,30,33,7,2,1,1,9,1,0.3,"Tyrell Brewer","sa3027668",
"Landon Choboy","COFC",20,29,90,102,27,20,3,2,2,13,25,8,21,1,2,1,2,4,1,0.3,"Landon Choboy","sa3028862",
"Drew Collins","OAK",,36,50,61,15,12,2,1,0,13,9,7,22,1,1,2,1,2,1,0.3,"Drew Collins","sa3029179",
"Mike DiPede","SPU",,9,30,32,9,9,0,0,0,5,4,1,4,1,0,0,1,0,1,0.3,"Mike DiPede","sa3030363",
"Hank Dodson","UTU",,21,30,34,9,7,1,0,1,4,4,3,11,1,0,0,1,0,0,0.3,"Hank Dodson","sa3030410",
"Will Findlay","FOR",20,29,70,86,21,16,5,0,0,12,8,8,12,4,0,4,1,0,0,0.3,"Will Findlay","sa3031335",
"Larson Fontenot","NWST",22,43,110,148,33,31,2,0,0,27,6,23,26,13,1,1,0,15,2,0.3,"Larson Fontenot","sa3031530",
"Zak Hartleb","ILL",,12,10,11,3,2,1,0,0,1,0,1,6,0,0,0,0,0,0,0.3,"Zak Hartleb","sa3033348",
"Tanner Holen","CIN",,26,70,96,21,12,5,1,3,22,13,16,13,9,1,0,2,0,0,0.3,"Tanner Holen","sa3033966",
"Trevor Lukkes","OHIO",,26,70,85,21,16,3,1,1,11,10,9,17,1,1,4,1,1,0,0.3,"Trevor Lukkes","sa3036682",
"Stephen Lund","GONZ",,31,110,133,33,24,3,0,6,25,22,12,22,6,3,2,6,1,0,0.3,"Stephen Lund","sa3036697",
"Cameron MacIntosh","UPST",,48,170,195,51,45,4,1,1,30,14,18,18,5,1,1,4,1,3,0.3,"Cameron MacIntosh","sa3036797",
"Eduardo Malinowski","PENN",,14,60,65,18,11,5,0,2,12,4,2,7,2,0,1,0,4,0,0.3,"Eduardo Malinowski","sa3036914",
"Colin Mason","BING",,10,20,20,6,4,1,1,0,3,1,0,7,0,0,0,0,0,0,0.3,"Colin Mason","sa3037251",
"Matt McElwain","BUT",,19,30,36,9,6,3,0,0,2,2,2,7,4,0,0,0,1,0,0.3,"Matt McElwain","sa3037569",
"Canyon McWilliams","LR",,6,20,21,6,4,1,0,1,2,2,1,3,0,0,0,0,0,1,0.3,"Canyon McWilliams","sa3037757",
"Alden Moore","AAMU",,9,10,13,3,2,1,0,0,1,1,2,5,1,0,0,0,0,0,0.3,"Alden Moore","sa3038275",
"Scott Morgan","GMU",,41,140,165,42,24,9,3,6,22,27,10,31,13,2,0,4,0,0,0.3,"Scott Morgan","sa3038368",
"Tora Otsuka","USD",23,40,130,154,39,29,10,0,0,23,16,13,12,9,0,2,1,0,1,0.3,"Tora Otsuka","sa3039274",
"KJ Ruffo","PORT",19,8,10,11,3,3,0,0,0,0,1,1,4,0,0,0,0,0,0,0.3,"KJ Ruffo","sa3041273",
"Poncho Ruiz","SDSU",19,21,60,66,18,13,1,1,3,13,20,5,8,0,1,0,5,1,0,0.3,"Poncho Ruiz","sa3041292",
"Jason Sharman","UNLV",,11,10,11,3,1,1,1,0,2,3,1,5,0,0,0,0,0,0,0.3,"Jason Sharman","sa3042069",
"Grant South","GCU",,9,10,13,3,2,1,0,0,2,1,3,5,0,0,0,0,0,0,0.3,"Grant South","sa3042782",
"Zach Stevens","NAVY",21,32,120,142,36,22,8,2,4,26,27,15,26,4,3,0,3,0,0,0.3,"Zach Stevens","sa3043087",
"John Volpe","RID",20,25,60,76,18,14,3,1,0,11,15,11,9,3,1,1,2,1,0,0.3,"John Volpe","sa3044560",
"Davis Zerr","SIE",,12,10,11,3,3,0,0,0,1,0,1,5,0,0,0,0,1,0,0.3,"Davis Zerr","sa3045846",
"T.J. McCants","MISS",20,60,217,249,65,48,10,2,5,47,35,26,68,1,5,0,6,11,2,0.29953917,"T.J. McCants","sa3025355",690996
"Garret Forrester","ORST",19,52,177,223,53,37,8,1,7,28,32,33,39,11,2,0,6,1,1,0.299435028,"Garret Forrester","sa3022822",807720
"Carson Crowe","JVST",,50,157,188,47,23,16,1,7,28,21,23,44,6,2,0,3,1,1,0.299363057,"Carson Crowe","sa3029609",
"Blake Daniels","UTM",,46,157,179,47,27,13,1,6,26,27,17,42,4,0,1,2,2,4,0.299363057,"Blake Daniels","sa3029816",
"Patrick Ferguson","GWEB",23,46,157,195,47,24,6,2,15,38,51,32,40,2,4,0,4,0,0,0.299363057,"Patrick Ferguson","sa3031252",
"Freddy Rojas Jr.","RGV",22,48,157,190,47,29,9,0,9,29,29,27,44,4,2,0,2,3,2,0.299363057,"Freddy Rojas Jr.","sa3041073",
"Jacob Talamante","SMC",,43,157,192,47,33,12,2,0,20,14,31,36,1,2,1,1,13,3,0.299363057,"Jacob Talamante","sa3043477",
"Cade Fergus","GW",20,44,147,192,44,31,10,1,2,39,25,27,51,12,4,2,1,8,2,0.299319727,"Cade Fergus","sa3019919",681495
"Garret Guillemette","USC",19,48,147,168,44,31,10,0,3,19,19,14,27,3,1,3,5,0,0,0.299319727,"Garret Guillemette","sa3022677",695048
"Jared Kirven","COFC",,43,147,160,44,34,6,0,4,17,18,5,29,4,1,3,1,1,0,0.299319727,"Jared Kirven","sa3035460",
"Liam Bendo","JOES",,40,137,160,41,35,5,0,1,20,21,20,21,2,1,0,3,2,0,0.299270072,"Liam Bendo","sa3026946",
"Danny DiGeorgio","RUTG",22,33,127,142,38,26,5,1,6,24,22,10,24,4,0,1,2,6,0,0.299212598,"Danny DiGeorgio","sa3030314",
"Bryar Hawkins","CLEM",,37,117,135,35,27,6,1,1,20,11,13,31,5,0,0,1,2,0,0.299145299,"Bryar Hawkins","sa3033424",
"Nick Neville","SIU",24,59,234,268,70,40,11,2,17,64,47,26,66,4,4,0,1,9,0,0.299145299,"Nick Neville","sa3038800",
"Jake Guercio","FOR",,38,107,138,32,26,4,2,0,22,8,16,13,9,0,6,3,8,2,0.29906542,"Jake Guercio","sa3032821",
"Devin Hack","HALL",,39,107,137,32,26,5,1,0,17,13,20,16,0,1,9,1,7,1,0.29906542,"Devin Hack","sa3032925",
"Chase Engelhard","TULN",19,53,204,232,61,41,10,1,9,34,52,12,40,10,4,2,4,11,5,0.299019607,"Chase Engelhard","sa3030938",
"Gehrig Anglin","WRST",,32,97,114,29,20,6,1,2,24,20,12,26,3,2,0,1,2,2,0.298969072,"Gehrig Anglin","sa3026103",
"Kip Brandenburg","UNCW",24,54,194,230,58,38,15,1,4,42,26,30,49,3,2,1,7,5,1,0.298969072,"Kip Brandenburg","sa3027586",
"Jacob Campbell","ILL",21,30,97,112,29,17,6,0,6,15,28,7,30,5,2,1,4,3,0,0.298969072,"Jacob Campbell","sa3028328",
"Robbie Petracci","ODU",,35,97,113,29,15,5,1,8,17,25,11,29,3,2,0,0,0,0,0.298969072,"Robbie Petracci","sa3039816",
"Jack Moss","ASU",19,48,154,170,46,30,9,1,6,21,29,12,29,2,2,0,4,1,4,0.298701298,"Jack Moss","sa3022598",694380
"David Langer","CONN",24,31,77,99,23,17,4,0,2,12,9,16,21,4,1,1,2,0,0,0.298701298,"David Langer","sa3035934",
"Nick Labella","FOR",,43,144,176,43,29,10,1,3,26,25,25,25,5,2,0,5,6,3,0.298611111,"Nick Labella","sa3035815",
"Tanner Craig","EVAN",22,54,201,232,60,34,14,0,12,31,47,25,68,4,2,0,5,1,1,0.298507462,"Tanner Craig","sa3029519",
"Brennan McCullough","MUR",,45,134,157,40,28,7,1,4,20,25,17,38,4,2,0,1,6,2,0.298507462,"Brennan McCullough","sa3037520",
"Safea Villaruz-Mauai","HAW",18,28,67,75,20,16,2,1,1,10,14,3,25,5,0,0,1,2,0,0.298507462,"Safea Villaruz-Mauai","sa3044505",
"Garrett Hodges","KENN",,50,191,222,57,38,11,0,8,29,38,26,56,2,1,2,0,1,1,0.298429319,"Garrett Hodges","sa3033901",
"Terence Norman","KENN",,47,181,218,54,37,8,2,7,37,41,30,48,6,1,0,2,2,0,0.298342541,"Terence Norman","sa3038929",
"Kenny Levari","ODU",19,60,238,269,71,53,10,0,8,49,36,25,57,3,2,1,4,2,3,0.298319327,"Kenny Levari","sa3036270",
"Jordan Rathbone","UCF",,61,238,285,71,44,9,2,16,56,54,22,55,21,3,1,2,8,3,0.298319327,"Jordan Rathbone","sa3040474",
"C.J. Kayfus","MIA",19,40,57,64,17,11,3,0,3,12,6,5,19,2,0,0,1,1,0,0.298245614,"C.J. Kayfus","33704",692216
"Zac Baden","PFW",,40,114,135,34,27,7,0,0,20,13,16,24,1,1,3,4,3,0,0.298245614,"Zac Baden","sa3026377",
"Tanner Carlson","LBSU",,30,57,66,17,11,5,1,0,13,8,5,10,1,1,2,0,0,0,0.298245614,"Tanner Carlson","sa3028453",
"Mac Guscette","FLA",19,21,57,67,17,14,3,0,0,10,9,6,5,1,2,1,1,0,0,0.298245614,"Mac Guscette","sa3032867",
"Matt Lobeck","COFC",,20,57,62,17,16,1,0,0,10,2,5,8,0,0,0,0,3,0,0.298245614,"Matt Lobeck","sa3036427",
"Ryan Proto","UML",20,39,114,132,34,25,7,1,1,17,16,12,20,3,2,1,5,2,2,0.298245614,"Ryan Proto","sa3040250",
"Eric Santiago","CIN",,54,228,248,68,44,17,0,7,44,26,14,36,3,2,1,2,9,3,0.298245614,"Eric Santiago","sa3041549",
"Treyvin Moss","NKU",,47,161,188,48,40,6,2,0,21,24,14,23,8,4,1,1,5,3,0.298136645,"Treyvin Moss","sa3038468",
"Nick ODay","LAS",,30,104,123,31,19,6,4,2,19,17,13,25,3,2,1,3,3,2,0.298076923,"Nick ODay","sa3039040",
"Alex Dorethy","WIU",,40,151,163,45,38,6,0,1,17,20,9,46,2,1,0,0,0,1,0.298013245,"Alex Dorethy","sa3030481",
"Mike Veit","FDU",,37,151,176,45,36,8,0,1,23,24,19,23,0,2,4,2,8,5,0.298013245,"Mike Veit","sa3044420",
"Tony Bullard","ARIZ",,47,141,161,42,24,8,3,7,28,30,15,40,2,2,1,4,2,1,0.29787234,"Tony Bullard","sa3028002",
"Robert Farruggio","SHU",,43,141,162,42,29,9,0,4,21,26,9,52,11,1,0,3,2,0,0.29787234,"Robert Farruggio","sa3031178",
"Danny Gelalich","BYU",24,19,47,54,14,10,3,1,0,6,9,5,15,0,0,2,0,1,0,0.29787234,"Danny Gelalich","sa3032101",
"Justin Williams","NCAT",,52,178,211,53,35,10,0,8,36,38,22,38,5,3,3,4,6,1,0.297752808,"Justin Williams","sa3045322",
"Billy Cook","PEPP",22,33,131,153,39,18,3,1,17,36,42,12,43,8,2,0,1,5,1,0.297709923,"Billy Cook","29573",695257
"ONeill Burgos","SOU",21,44,168,200,50,33,8,4,5,38,32,18,31,7,6,1,1,10,1,0.297619047,"ONeill Burgos","sa3028048",
"Calvin Estrada","LBSU",,42,168,187,50,30,8,2,10,29,36,12,27,4,2,1,1,2,3,0.297619047,"Calvin Estrada","sa3031041",
"Brodey Heaton","BEL",20,46,168,197,50,37,9,1,3,16,44,21,38,4,4,0,5,1,2,0.297619047,"Brodey Heaton","sa3033492",
"Andrew Keck","SEMO",21,52,205,231,61,46,9,1,5,36,25,22,34,3,1,0,6,17,2,0.297560975,"Andrew Keck","sa3019908",806189
"Christian Gambale","AFA",,36,121,144,36,21,12,0,3,22,24,12,21,7,3,1,1,3,1,0.297520661,"Christian Gambale","sa3031882",
"Eric Cichocki","LEH",,41,158,190,47,32,12,1,2,36,10,15,39,14,0,3,0,9,1,0.297468354,"Eric Cichocki","sa3028927",
"Jaylyn Williams","JVST",,44,158,199,47,27,11,2,7,30,31,29,29,8,4,0,4,2,0,0.297468354,"Jaylyn Williams","sa3045297",
"Raul Elguezabal","SIUE",,49,195,216,58,33,14,3,8,43,32,9,43,10,2,0,2,5,0,0.297435897,"Raul Elguezabal","sa3030871",
"Christian Knapczyk","LOU",19,44,148,172,44,33,9,2,0,25,19,14,22,6,3,1,1,7,3,0.297297297,"Christian Knapczyk","sa3023425",694387
"Kai Alberghini","SEA",,26,37,40,11,10,1,0,0,3,4,2,13,0,1,0,0,0,0,0.297297297,"Kai Alberghini","sa3025846",
"Brennen Dorighi","WOF",21,48,111,133,33,22,8,0,3,17,26,19,38,1,1,1,1,1,1,0.297297297,"Brennen Dorighi","sa3030483",
"Braelin Hence","UAPB",,27,74,87,22,16,6,0,0,12,17,9,12,1,2,1,1,10,2,0.297297297,"Braelin Hence","sa3033585",
"Cooper Hext","MCN",19,31,37,42,11,8,1,1,1,8,5,3,16,2,0,0,0,2,0,0.297297297,"Cooper Hext","sa3033750",
"Tyler Jones","JKST",,13,37,45,11,6,4,1,0,8,7,7,8,0,0,1,0,1,0,0.297297297,"Tyler Jones","sa3034919",
"Thomas Latham","HC",19,29,111,130,33,31,2,0,0,17,11,17,15,1,0,1,2,2,0,0.297297297,"Thomas Latham","sa3036028",
"Jake Moberg","UCLA",,20,37,49,11,8,2,0,1,7,10,9,15,2,1,0,0,0,0,0.297297297,"Jake Moberg","sa3038190",
"Braeden OShaughnessy","YSU",20,30,74,87,22,19,1,1,1,14,12,8,20,3,2,0,3,6,0,0.297297297,"Braeden OShaughnessy","sa3039239",
"AJ Poynter","BUT",,18,37,43,11,8,2,0,1,8,6,6,8,0,0,0,0,0,0,0.297297297,"AJ Poynter","sa3040163",
"Scotty Scott","HAW",,45,148,195,44,34,9,1,0,42,14,22,22,15,1,9,2,4,1,0.297297297,"Scotty Scott","sa3041868",
"Sam Sinisgalli","BRY",,16,37,46,11,9,2,0,0,6,6,5,6,3,1,0,2,0,0,0.297297297,"Sam Sinisgalli","sa3042360",
"Jared Weber","FAMU",21,56,185,220,55,42,7,1,5,40,32,23,35,4,5,3,2,7,0,0.297297297,"Jared Weber","sa3044922",
"Harrison Spohn","CBU",,56,212,235,63,41,19,0,3,34,32,12,28,3,3,5,3,11,5,0.297169811,"Harrison Spohn","sa3042860",
"Jack Housinger","XAV",21,50,175,222,52,30,17,0,5,37,28,37,43,8,2,0,1,13,4,0.297142857,"Jack Housinger","sa3034147",
"Jason Dicochea","SCU",23,51,202,228,60,46,11,0,3,30,33,20,26,4,1,1,8,3,1,0.297029702,"Jason Dicochea","sa3030295",
"Bryson Bloomer","MUR",,56,229,258,68,38,19,1,10,39,46,23,44,3,3,0,2,3,1,0.296943231,"Bryson Bloomer","sa3027275",
"Sam Delcollo","SPU",20,22,64,74,19,16,3,0,0,4,3,8,23,1,1,0,2,0,0,0.296875,"Sam Delcollo","sa3030072",
"Joseph Impeduglia","RGV",23,27,64,82,19,12,7,0,0,9,10,15,15,1,2,0,0,1,0,0.296875,"Joseph Impeduglia","sa3034417",
"Peter Matt","DUKE",23,54,219,246,65,37,12,1,15,45,41,23,70,0,4,0,3,15,1,0.296803652,"Peter Matt","sa3017291",694427
"Connor Coolahan","LAS",,50,155,196,46,38,8,0,0,40,21,30,31,7,1,3,0,4,2,0.296774193,"Connor Coolahan","sa3029321",
"Jason Coules","FOR",,42,155,189,46,32,10,2,2,29,21,21,31,9,3,1,0,22,4,0.296774193,"Jason Coules","sa3029463",
"Danny Helfgott","NJIT",20,49,155,193,46,41,5,0,0,26,19,16,13,18,2,2,6,1,0,0.296774193,"Danny Helfgott","sa3033554",
"Trevor Austin","MER",22,57,182,219,54,49,5,0,0,39,17,22,34,8,2,5,1,5,2,0.296703296,"Trevor Austin","sa3026316",
"Blake Marabell","UNF",,45,182,205,54,35,11,1,7,31,33,15,32,3,5,0,4,6,2,0.296703296,"Blake Marabell","sa3037012",
"Connor McGuire","UCI",20,58,182,226,54,37,13,2,2,38,44,22,39,7,5,10,3,0,0,0.296703296,"Connor McGuire","sa3037618",
"Ethan Murray","DUKE",21,54,209,249,62,42,13,4,3,31,22,34,46,2,2,2,3,10,5,0.296650717,"Ethan Murray","sa3017051",696140
"Nick Plaia","CBU",,56,209,244,62,47,13,1,1,37,19,24,36,2,2,7,2,10,7,0.296650717,"Nick Plaia","sa3039975",
"Josh Glenn","UNCO",,45,145,181,43,28,10,1,4,18,42,24,47,6,6,0,1,3,0,0.296551724,"Josh Glenn","sa3032311",
"Chris Brown","CONN",,45,162,180,48,31,10,2,5,31,38,8,47,7,2,1,2,2,1,0.296296296,"Chris Brown","sa3027807",
"Izaya Fullard","IOWA",,44,162,191,48,34,9,0,5,25,21,22,23,5,1,1,7,1,0,0.296296296,"Izaya Fullard","sa3031762",
"Jacob Gutierrez","UNM",,13,27,30,8,5,3,0,0,4,4,2,5,0,0,1,1,0,1,0.296296296,"Jacob Gutierrez","sa3032878",
"Shea Gutierrez","UTSA",,25,81,97,24,20,3,0,1,14,17,6,17,6,2,2,0,3,1,0.296296296,"Shea Gutierrez","sa3032885",
"Corbin McCloud","LONG",,26,27,34,8,4,4,0,0,2,5,6,7,1,0,0,0,0,0,0.296296296,"Corbin McCloud","sa3037480",
"Alex Crump","MUR",,42,125,147,37,20,13,1,3,31,16,12,27,7,2,1,1,5,1,0.296,"Alex Crump","sa3029628",
"Justin Drpich","BING",,36,125,138,37,25,10,0,2,20,16,9,20,2,0,2,3,1,0,0.296,"Justin Drpich","sa3030579",
"Trenton Stoner","PFW",,40,125,142,37,33,4,0,0,17,9,13,29,1,1,2,4,6,1,0.296,"Trenton Stoner","sa3043178",
"Broc Mortensen","UCSB",22,61,196,244,58,33,9,1,15,52,54,22,53,19,5,2,3,9,2,0.295918367,"Broc Mortensen","sa3038444",
"Jack Brannigan","ND",20,46,169,198,50,30,12,2,6,31,29,22,60,4,1,2,1,8,5,0.295857988,"Jack Brannigan","sa3019922",687394
"Rhylan Thomas","USC",21,49,186,215,55,42,9,2,2,30,25,13,14,2,3,11,6,9,5,0.295698924,"Rhylan Thomas","31793",689041
"Kaleb Hannahs","VAL",,51,186,218,55,45,6,1,3,22,22,21,33,8,1,2,3,4,3,0.295698924,"Kaleb Hannahs","sa3033142",
"Joe Johnson","HPU",23,45,186,221,55,33,15,1,6,42,19,24,22,7,4,0,1,4,2,0.295698924,"Joe Johnson","sa3034768",
"AJ Holcomb","MSM",,34,115,129,34,28,2,0,4,18,17,10,18,2,0,2,0,1,1,0.295652173,"AJ Holcomb","sa3033950",
"Jackson Kritsch","UCSD",,48,159,187,47,32,10,3,2,29,19,13,29,14,0,1,4,1,1,0.295597484,"Jackson Kritsch","sa3035724",
"Gavin Dugas","LSU",21,62,220,268,65,30,13,3,19,54,66,26,63,18,4,0,4,1,5,0.295454545,"Gavin Dugas","sa3022667",681171
"Will Morrison","WMU",21,41,132,160,39,28,10,0,1,32,17,12,37,6,1,9,0,6,5,0.295454545,"Will Morrison","sa3038427",
"Logan Lacey","FSU",,49,193,217,57,34,13,0,10,39,39,15,43,6,0,3,2,3,0,0.295336787,"Logan Lacey","sa3035825",
"Christian Sepulveda","RGV",23,57,193,229,57,42,11,2,2,45,34,23,47,8,2,3,5,13,2,0.295336787,"Christian Sepulveda","sa3041996",
"Zach Morgan","FRES",21,43,149,167,44,36,5,0,3,26,19,10,18,2,2,4,4,1,1,0.295302013,"Zach Morgan","sa3019968",681439
"Anthony Calarco","NU",21,36,149,169,44,22,13,0,9,35,19,19,35,1,0,0,2,0,0,0.295302013,"Anthony Calarco","sa3028254",
"Reggie Crawford","CONN",20,51,210,232,62,37,11,1,13,34,62,17,58,2,3,0,2,2,0,0.295238095,"Reggie Crawford","sa3020457",686846
"Peyton Williams","IOWA",20,38,122,164,36,14,15,1,6,34,27,34,37,7,1,0,1,0,0,0.295081967,"Peyton Williams","sa3020099",805268
"Spencer Harbert","OHIO",,37,122,144,36,21,5,0,10,26,30,20,30,0,2,0,4,5,0,0.295081967,"Spencer Harbert","sa3033192",
"Alec Makarewicz","ECU",20,58,183,206,54,37,9,2,6,30,33,16,38,2,1,4,5,2,3,0.295081967,"Alec Makarewicz","sa3036892",
"Jeff Taylor","UPST",,41,122,143,36,25,5,4,2,25,25,13,36,5,2,1,0,3,0,0.295081967,"Jeff Taylor","sa3043568",
"Santi Montiel","USA",,58,200,247,59,36,16,0,7,39,34,30,38,8,1,8,2,1,2,0.295,"Santi Montiel","sa3038266",
"Jack Renwick","WOF",19,56,200,244,59,42,16,0,1,43,29,23,31,6,5,10,2,28,7,0.295,"Jack Renwick","sa3040623",
"Matthew Wood","PSU",20,39,139,165,41,26,10,1,4,22,21,19,25,3,3,1,3,1,4,0.294964028,"Matthew Wood","sa3019924",687783
"Dan Covino","CCSU",20,36,139,168,41,27,10,0,4,32,31,22,23,3,3,1,1,9,0,0.294964028,"Dan Covino","sa3029479",
"Rob Weissheier","HOF",,39,139,178,41,21,12,0,8,29,34,25,31,10,4,0,1,1,5,0.294964028,"Rob Weissheier","sa3044973",
"Kamron Willman","KSU",,44,139,166,41,29,6,3,3,24,24,23,32,2,2,0,1,2,0,0.294964028,"Kamron Willman","sa3045368",
"Bryce Grizzaffi","SELA",,36,78,93,23,16,4,0,3,20,12,5,25,7,1,2,1,2,0,0.294871794,"Bryce Grizzaffi","sa3032748",
