Predicted_Draft_Order,Tier,nameascii,draft_prob,rank_raw,pred_bonus,pred_slot,age,total_college_seasons,eligibility_basis
87,Middle,Grayson Grinsell,99.8,116.50534,152917.0,478060.0,21.0,3,class
88,Middle,Will Furniss,97.5,117.003075,345339.0,350174.0,21.0,3,class
89,Middle,Isaiah Barkett,99.6,117.146255,457202.0,794852.0,21.0,3,class
90,Middle,Josh Hogue,98.8,117.46687,321878.0,645139.0,21.0,2,age
91,Middle,Ethan Frey,98.7,118.99371,288302.0,433710.0,21.0,3,class
92,Middle,Jacob Krieg,98.3,120.16305,429892.0,471048.0,21.0,3,class
93,Middle,Jimmy Nati,95.8,120.26986,389019.0,467117.0,21.0,3,class
94,Middle,Ryan Weingartner,92.3,120.53577,300359.0,414156.0,20.0,3,class
95,Middle,Core Jackson,98.9,120.67293,411016.0,578432.0,21.0,3,class
96,Middle,Aidan Cremarosa,97.7,120.82934,307507.0,462010.0,21.0,3,class
97,Middle,Zane Adams,99.0,121.497856,380993.0,432282.0,21.0,2,age
98,Middle,Rory Fox,99.2,121.60891,260740.0,347371.0,21.0,3,class
99,Middle,Colin Yeaman,99.0,121.67547,220584.0,397072.0,21.0,1,age
100,Middle,Jonathan Gonzalez,99.1,121.8156,205187.0,402688.0,22.0,3,class
101,Middle,Logan Sauve,94.3,122.180405,286754.0,466650.0,21.0,3,class
102,Middle,Slate Alford,99.8,122.604744,193778.0,403062.0,22.0,4,class
103,Middle,Eric Snow,98.8,122.68701,408236.0,759738.0,21.0,3,class
104,Middle,Brian Curley,99.9,125.22479,192133.0,339131.0,22.0,3,class
105,Middle,Robbie Burnett,99.4,127.42411,329676.0,468889.0,22.0,3,class
106,Middle,Antoine Jean,99.6,128.2988,81052.0,397683.0,23.0,4,class
107,Middle,Colton Book,99.8,128.35612,135958.0,249978.0,22.0,3,class
108,Middle,Caleb Leys,99.0,128.45158,267532.0,376180.0,21.0,3,class
109,Middle,Aaron Savary,96.4,128.60237,135898.0,342389.0,20.0,3,class
110,Middle,Trace Baker,91.6,129.3069,193104.0,255477.0,21.0,2,age
111,Middle,Devin Taylor,99.8,129.85992,352983.0,644739.0,21.0,3,class
112,Middle,Ryan Reed,98.1,130.28888,198863.0,279510.0,21.0,3,class
113,Middle,Brody Donay,96.7,130.3728,439618.0,682192.0,21.0,3,class
114,Middle,Adonys Guzman,96.7,130.61426,329867.0,511276.0,21.0,3,class
115,Middle,Micah Bucknam,99.9,130.67578,217346.0,340456.0,21.0,3,class
116,Middle,Murf Gray,96.8,133.54517,268512.0,651040.0,21.0,2,age
117,Middle,Landon Beidelschies,98.8,133.75713,373984.0,551010.0,21.0,3,class
118,Middle,Nick Monile,94.3,134.07588,531450.0,527173.0,21.0,2,age
119,Middle,Tyriq Kemp,92.3,134.26842,168906.0,394313.0,22.0,2,age
120,Middle,Riley Nelson,99.8,134.33136,553115.0,563346.0,21.0,1,age
121,Middle,Jack Martinez,99.9,135.02605,230234.0,298638.0,22.0,2,age
122,Middle,Maika Niu,93.7,135.35936,214155.0,546965.0,21.0,3,class
123,Middle,Ethan Petry,97.6,135.47841,367824.0,589280.0,21.0,3,class
124,Middle,Nelson Keljo,99.6,135.55098,330694.0,314925.0,21.0,3,class
125,Middle,Damian Bravo,99.7,136.76451,353975.0,424577.0,21.0,3,class
126,Middle,Samuel Dutton,99.1,136.84978,147363.0,326599.0,22.0,4,class
127,Middle,Lucas Steele,97.9,138.5757,230579.0,462146.0,21.0,3,class
128,Middle,Kerrington Cross,99.2,138.78111,66070.0,421808.0,23.0,4,class
129,Middle,Colin Daniel,99.8,139.01352,148881.0,362185.0,21.0,3,class
130,Middle,Jack Anker,95.5,140.28058,269002.0,482516.0,21.0,3,class
131,Middle,Cody Miller,97.2,141.36372,757918.0,1252280.0,20.0,3,class
132,Middle,Matt King,98.9,141.55254,201178.0,360070.0,22.0,4,class
133,Middle,Cameron Nickens,98.9,143.06393,490216.0,1310519.0,21.0,4,class
134,Middle,Dalton Bargo,99.2,143.49886,368192.0,624285.0,21.0,3,class
135,Middle,Kien Vu,99.6,143.88615,306817.0,563984.0,21.0,3,class
136,Middle,Ryan Prager,99.0,144.39348,118111.0,255454.0,22.0,3,class
137,Middle,Ryan Borberg,99.7,144.63792,134585.0,300719.0,21.0,2,age
138,Middle,Luke Cantwell,91.4,144.88535,112717.0,172371.0,22.0,4,class
139,Middle,Jack Gurevitch,98.8,145.75706,260861.0,493692.0,21.0,3,class
140,Middle,Eddie King Jr.,96.8,145.80289,148516.0,210480.0,22.0,3,class
141,Middle,Nolan Sailors,99.5,146.5677,263600.0,397033.0,21.0,4,class
142,Middle,Braeden Sloan,99.4,147.4658,222324.0,422829.0,21.0,3,class
143,Middle,Matt Scott,97.9,147.49377,306753.0,339630.0,21.0,3,class
144,Middle,Jason Reitz,94.7,148.05406,191673.0,416837.0,20.0,3,class
145,Middle,Luke Heyman,98.8,148.12077,315760.0,510312.0,21.0,3,class
146,Middle,Jake Clemente,99.8,148.14066,284684.0,448850.0,21.0,2,age
147,Middle,Brennan Stuprich,99.7,148.1624,57407.0,199294.0,23.0,4,class
148,Middle,RJ Austin,97.4,148.96928,418888.0,499335.0,21.0,3,class
149,Middle,Kade Snell,99.1,149.05054,190765.0,383758.0,22.0,2,age
150,Middle,Jason Torres,90.5,149.34047,319694.0,355336.0,21.0,3,class
151,Late,Devin Obee,97.8,149.90616,242086.0,498941.0,21.0,4,class
152,Late,Jordan McCladdie,93.6,150.68541,124799.0,353137.0,22.0,2,age
153,Late,Cardell Thibodeaux,95.4,150.80632,336357.0,644602.0,21.0,3,class
154,Late,Ty Doucette,99.5,150.83644,369310.0,459229.0,21.0,2,age
155,Late,Jordan Gottesman,98.6,151.29243,178048.0,279787.0,22.0,1,age
156,Late,Drew Berkland,99.1,151.30063,244732.0,556774.0,21.0,3,class
157,Late,Jake Ogden,99.9,151.37996,378454.0,552746.0,21.0,2,age
158,Late,Brayden Smith,99.1,151.77876,193571.0,264377.0,21.0,1,age
159,Late,Cameron Maldonado,99.0,152.27235,363075.0,658820.0,21.0,3,class
160,Late,Isaac Lyon,98.7,152.31197,142857.0,349138.0,21.0,3,class
161,Late,Kyle Walker,98.0,153.06635,131274.0,211448.0,22.0,3,class
162,Late,Landyn Vidourek,96.7,153.17674,245018.0,514675.0,21.0,3,class
163,Late,Jacob Walsh,97.3,153.64561,112530.0,228965.0,22.0,4,class
164,Late,Carlos Pena,95.7,154.27469,190761.0,406460.0,21.0,4,class
165,Late,Matthew Dallas,99.6,154.91747,303233.0,404487.0,21.0,2,age
166,Late,Dusty Revis,98.1,155.39862,182140.0,281334.0,21.0,2,age
167,Late,Dariel Osoria,98.4,156.2934,201071.0,361035.0,21.0,1,age
168,Late,Davion Hickson,99.8,156.61159,232040.0,272515.0,21.0,3,class
169,Late,Josh Tate,98.7,156.64297,224036.0,554193.0,21.0,3,class
170,Late,Brant Baughcum,94.6,156.9144,246051.0,477582.0,21.0,2,age
171,Late,Austin Fawley,90.5,158.68768,108906.0,213852.0,22.0,2,age
172,Late,Kyle West,97.9,159.24417,137824.0,242808.0,22.0,2,age
173,Late,Gage Harrelson,99.8,159.73688,301210.0,296207.0,21.0,3,class
174,Late,Maximus Martin,98.1,159.95187,123218.0,379658.0,21.0,3,class
175,Late,Cooper Torres,98.4,161.2401,32228.0,478695.0,23.0,2,age
176,Late,Ethan Young,99.6,161.35266,225687.0,238786.0,21.0,1,age
177,Late,Harrison Feinberg,99.6,161.71152,128005.0,234489.0,22.0,3,class
178,Late,Michael Elko,91.3,161.75769,286780.0,657499.0,21.0,2,age
179,Late,Liam OBrien,99.1,162.07953,99798.0,179034.0,22.0,2,age
180,Late,Aidan Haugh,99.3,162.74045,170655.0,261936.0,22.0,2,age
181,Late,Donovan Cash,90.9,162.98064,10298.0,195448.0,23.0,4,class
182,Late,Camden Troyer,98.1,163.6074,136013.0,347067.0,22.0,4,class
183,Late,Justin DeCriscio,96.6,164.0497,139583.0,277739.0,22.0,4,class
184,Late,Trey Gambill,90.6,164.68161,31075.0,243875.0,23.0,1,age
185,Late,Drew Wyers,96.9,164.74876,149668.0,214958.0,22.0,3,class
186,Late,Casen Taggart,95.5,165.14073,85755.0,229301.0,22.0,2,age
187,Late,Anthony Silva,92.6,165.60793,305910.0,668008.0,21.0,3,class
188,Late,Easton Dowell,96.4,165.64355,261040.0,1063701.0,21.0,2,age
189,Late,Ethan Firoved,98.9,166.04724,28764.0,174988.0,23.0,3,class
190,Late,Carson Myers,99.5,166.70097,163370.0,206930.0,22.0,4,class
191,Late,Connor Misch,91.0,167.47473,181731.0,278993.0,21.0,3,class
192,Late,Caden Hunter,99.6,167.9734,233541.0,301474.0,21.0,1,age
193,Late,Caden Aoki,99.8,168.07133,109084.0,249357.0,22.0,4,class
194,Late,Freddy Rodriguez,97.7,168.18582,118715.0,273210.0,21.0,3,class
195,Late,Jaxson West,91.0,168.43726,159421.0,601190.0,21.0,3,class
196,Late,Anthony DePino,97.8,168.9469,144618.0,229291.0,22.0,4,class
197,Late,Kurt Barr,99.4,169.68005,184984.0,313830.0,21.0,3,class
198,Late,Lucas Hartman,98.0,170.14128,111443.0,192507.0,22.0,3,class
199,Late,Colby Shelton,99.8,170.14983,171347.0,306650.0,22.0,3,class
200,Late,Jay Woolfolk,99.1,170.39133,126853.0,222652.0,22.0,4,class
201,Late,Will Hodo,96.6,170.61649,144365.0,192068.0,22.0,4,class
202,Late,Wyatt Henseler,92.0,171.43478,43561.0,208109.0,23.0,5,class
203,Late,Dylan Mathiesen,99.8,171.45729,212469.0,315610.0,21.0,2,age
204,Late,Ryan DeSanto,99.8,171.8603,108199.0,255056.0,21.0,3,class
205,Late,Kyle Hayes,96.9,172.82237,157122.0,257900.0,22.0,2,age
206,Late,Michael Barnett,98.7,172.98724,141930.0,312422.0,21.0,3,class
207,Late,Corey Braun,99.2,173.08641,34220.0,285515.0,22.0,2,age
208,Late,Zane Taylor,98.9,173.32408,55895.0,245945.0,23.0,4,class
209,Late,Collin Rothermel,93.6,173.6708,62404.0,172954.0,22.0,3,class
210,Late,Riley Maddox,99.3,173.83302,161963.0,243525.0,22.0,4,class
211,Late,Reagan Rivera,99.0,173.84137,125664.0,220939.0,22.0,2,age
212,Late,Karson Ligon,99.7,173.84206,180661.0,267154.0,22.0,4,class
213,Late,Robin Villeneuve,99.7,173.95163,254538.0,512606.0,21.0,2,age
214,Late,Heath Andrews,97.5,174.11601,236893.0,353301.0,21.0,2,age
215,Late,Mason Nichols,98.5,174.53316,176801.0,245386.0,22.0,4,class
216,Late,AJ Salgado,97.8,175.00966,16049.0,201549.0,23.0,3,class
217,Late,Jake Duer,98.0,175.16486,175622.0,408714.0,22.0,3,class
218,Late,Justin Thomas,93.0,175.18564,253856.0,336536.0,21.0,2,age
219,Late,Jamie Palmese,95.9,175.30418,261388.0,441671.0,21.0,2,age
220,Late,Matt Bucciero,93.1,175.46529,261492.0,452276.0,20.0,3,class
221,Late,Zack Mack,97.2,175.48021,100981.0,193685.0,22.0,1,age
222,Late,Kaleb Freeman,98.8,175.59074,105650.0,223047.0,22.0,2,age
223,Late,Dylan Vigue,90.5,176.1211,193212.0,286948.0,21.0,2,age
224,Late,Easton Richter,96.9,176.17818,235463.0,425753.0,21.0,3,class
225,Late,Logan Braunschweig,96.9,176.23065,114508.0,290127.0,22.0,4,class
226,Late,Bryce Fowler,97.0,176.39342,114538.0,274345.0,22.0,2,age
227,Late,Louis Castano,97.2,176.59532,81364.0,185198.0,22.0,1,age
228,Late,Tom Poole,97.4,176.85954,191235.0,211108.0,22.0,3,class
229,Late,Brady Jones,97.2,178.63173,151218.0,339242.0,20.0,3,class
230,Late,Caleb Shpur,97.6,178.95201,9325.0,198930.0,23.0,2,age
231,Late,Raul Garayzar,97.0,179.7929,91897.0,265039.0,22.0,2,age
232,Late,Trevor Haskins,94.9,179.84616,184572.0,271130.0,22.0,4,class
233,Late,Ethan Calder,95.1,179.93132,135444.0,267074.0,21.0,3,class
234,Late,Maddox Latta,93.3,181.42645,82957.0,211916.0,22.0,3,class
235,Late,Logan Sutter,93.9,181.79163,72718.0,155762.0,22.0,2,age
236,Late,Max Galvin,99.8,182.13565,133665.0,338607.0,22.0,1,age
237,Late,Isaac Yeager,97.7,182.46465,169567.0,251487.0,21.0,3,class
238,Late,Zach Royse,93.7,182.69228,205625.0,317276.0,21.0,3,class
239,Late,Justin Stransky,93.9,182.93752,54828.0,225972.0,22.0,2,age
240,Late,Hayden Jatczak,98.7,183.20882,20652.0,284072.0,23.0,1,age
241,Late,Michael Vallone,98.5,183.30222,24951.0,169028.0,23.0,1,age
242,Late,Kaden Smith,92.9,183.48122,124234.0,231303.0,21.0,1,age
243,Late,Smith Pinson,98.3,183.6168,49387.0,213357.0,22.0,4,class
244,Late,Blake Cyr,93.6,183.82846,210518.0,375218.0,21.0,3,class
245,Late,Alex Ungar,92.0,184.11893,9110.0,180845.0,23.0,3,class
246,Late,Dominic Hellman,94.7,184.21216,189927.0,276856.0,21.0,3,class
247,Late,Max Banks,98.8,184.49434,43136.0,202195.0,22.0,1,age
248,Late,Ryland Zaborowski,99.4,185.13464,61078.0,441119.0,23.0,4,class
249,Late,Ian Koosman,91.3,185.52354,114726.0,195735.0,21.0,1,age
250,Late,Chase Shores,99.8,185.65811,206142.0,290498.0,21.0,2,age
251,Late,Vance Sheahan,98.6,185.88734,167233.0,295607.0,21.0,2,age
252,Late,Albert Roblez,99.3,186.58253,207377.0,283694.0,21.0,2,age
253,Late,Rylan Galvan,99.7,186.73503,107970.0,200497.0,22.0,3,class
254,Late,Colton Shaw,93.2,186.77399,64391.0,207100.0,22.0,4,class
255,Late,Casey Hintz,97.8,186.81633,131170.0,303572.0,21.0,3,class
256,Late,David Rossow,94.5,187.08974,57973.0,159254.0,22.0,3,class
257,Late,Griffin Kirn,97.5,187.1348,34162.0,249360.0,23.0,1,age
258,Late,Ryan Bilka,97.8,187.18446,124604.0,247355.0,21.0,3,class
259,Late,James Quinn-Irons,99.3,187.74155,146613.0,283767.0,22.0,3,class
260,Late,Jacob Frost,98.5,187.84462,70090.0,202611.0,22.0,2,age
261,Late,Kannon Carr,99.6,188.2176,201195.0,276634.0,21.0,1,age
262,Late,Keaton Grady,98.0,188.4525,124254.0,228837.0,22.0,3,class
263,Late,Paxton Kling,98.0,189.5048,120978.0,193300.0,22.0,3,class
264,Late,Jalin Flores,97.7,189.56038,405358.0,403659.0,21.0,3,class
265,Late,Nate Anderson,94.3,190.00128,7315.0,174663.0,23.0,4,class
266,Late,Itsuki Takemoto,98.6,190.19286,154389.0,278529.0,21.0,2,age
267,Late,Kimble Schuessler,99.4,190.2376,35238.0,208678.0,23.0,4,class
268,Late,Logan Forsythe,99.0,190.35309,142227.0,296104.0,21.0,3,class
269,Late,Jack Winnay,97.2,190.35677,133399.0,209975.0,22.0,3,class
270,Late,Paul Schmitz,98.9,190.3589,226824.0,305014.0,21.0,3,class
271,Late,Daniel Pacella,99.3,190.3707,98417.0,273242.0,21.0,3,class
272,Late,Matthew Russo,94.4,190.79034,114605.0,214132.0,22.0,3,class
273,Late,Easton Marks,98.9,190.837,186827.0,321823.0,21.0,3,class
274,Late,Manning West,98.9,191.61626,205169.0,284905.0,21.0,1,age
275,Late,Jake Knapp,96.4,192.38603,66255.0,283990.0,24.0,2,age
276,Late,Justin Mitrovich,96.0,192.51959,116688.0,275332.0,21.0,3,class
277,Late,Ryan Brome,98.8,192.687,120505.0,182338.0,22.0,4,class
278,Late,Ryder Brooks,97.5,193.08594,109905.0,208542.0,21.0,2,age
279,Late,Alex Breckheimer,98.8,193.35092,186002.0,269615.0,21.0,1,age
280,Late,Grant Manning,90.7,193.36032,16369.0,160558.0,24.0,2,age
281,Late,Dylan Grego,97.2,193.39026,149118.0,234853.0,21.0,3,class
282,Late,Vytas Valincius,94.2,193.40749,113764.0,251322.0,22.0,3,class
283,Late,Luke Mistone,95.1,193.55656,233405.0,284639.0,21.0,3,class
284,Late,Jay Miller,97.8,193.60245,99543.0,176759.0,22.0,3,class
285,Late,Reid Easterly,96.5,193.79019,29834.0,170850.0,23.0,4,class
286,Late,Isaac Humphrey,97.7,194.31032,25332.0,171637.0,24.0,4,class
287,Late,Kyle McCoy,97.7,194.73848,157967.0,255424.0,21.0,2,age
288,Late,Weber Neels,94.2,194.77817,102516.0,208180.0,22.0,3,class
289,Late,Mikiah Negrete,95.9,194.84418,121589.0,300239.0,21.0,3,class
290,Late,Tommy Barth,93.4,194.92592,120086.0,201267.0,22.0,4,class
291,Late,Jake Cook,98.9,195.97713,192050.0,318593.0,21.0,2,age
292,Late,Jacob Tobias,93.4,196.05788,139416.0,213511.0,22.0,4,class
293,Late,Jay Dill,94.9,196.25356,155442.0,210727.0,22.0,4,class
294,Late,Cameron Keshock,99.4,196.61769,171177.0,277986.0,21.0,3,class
295,Late,Luke Nomura,99.6,196.95898,249638.0,332426.0,21.0,3,class
296,Late,Tyler Wood,95.7,197.06598,163472.0,234968.0,21.0,2,age
297,Late,Lorenzo Meola,92.5,197.07831,175340.0,293814.0,21.0,3,class
298,Late,Mike Mancini,90.0,197.22166,185112.0,316776.0,21.0,3,class
299,Late,Tyler Howard,90.8,197.83047,147434.0,511377.0,21.0,3,class
300,Late,Bryson Dudley,96.8,197.84499,191482.0,242487.0,21.0,1,age
